rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_immoscout,url_homegate,url_flatfox
4.5,178.0,2400,2150,4932,Dorfstrasse 2,Gutenburg,2021,True,False,False,True,False,False,False,False,False,13.48,533.33,39.56,False,False,False,2400_178.0_4.5_4932_Dorfstrasse2_Gutenburg,,,https://flatfox.ch/de/wohnung/dorfstrasse-2-4932-gutenburg/600837/
2.5,62.5,2050,1870,3063,untere Zollgasse 135,Ittigen,0,True,False,True,True,True,False,False,False,True,32.8,820.0,25.0,False,True,False,2050_62.5_2.5_3063_untereZollgasse135_Ittigen,,,https://flatfox.ch/de/wohnung/untere-zollgasse-135-3063-ittigen/572032/
3.5,87.5,2863,2863,3013,No information,Bern,0,False,True,False,False,False,False,False,False,True,32.72,818.0,25.0,False,False,False,2863_87.5_3.5_3013_Noinformation_Bern,,,https://flatfox.ch/de/wohnung/3013-bern/603548/
2.0,50.0,1730,1524,3006,Friedlistrasse 16,Bern,0,True,False,False,True,False,False,False,True,False,34.6,865.0,25.0,False,True,False,1730_50.0_2.0_3006_Friedlistrasse16_Bern,,,https://flatfox.ch/de/wohnung/friedlistrasse-16-3006-bern/601970/
3.5,60.0,1950,1700,3012,Beaulieustrasse 47,Bern,2017,True,True,False,False,False,False,False,False,False,32.5,557.14,17.14,False,True,False,1950_60.0_3.5_3012_Beaulieustrasse47_Bern,,,https://flatfox.ch/de/wohnung/beaulieustrasse-47-3012-bern/602225/
3.5,87.5,955,780,2740,Rue Mercier 14,Moutier,0,True,True,True,True,False,False,False,False,False,10.91,272.86,25.0,False,False,False,955_87.5_3.5_2740_RueMercier14_Moutier,,,https://flatfox.ch/de/wohnung/rue-mercier-14-2740-moutier/582161/
1.5,24.0,2310,2035,3014,Trüsselstrasse 4,Bern,2020,True,True,True,False,False,True,False,True,True,96.25,1540.0,16.0,False,False,False,2310_24.0_1.5_3014_Trüsselstrasse4_Bern,,,https://flatfox.ch/de/wohnung/trusselstrasse-4-3014-bern/331670/
4.0,72.0,1310,1120,3177,Eigerweg 7,Laupen BE,2005,True,True,False,False,False,False,False,False,True,18.19,327.5,18.0,False,True,True,1310_72.0_4.0_3177_Eigerweg7_Laupen BE,,,https://flatfox.ch/de/wohnung/eigerweg-7-3177-laupen-be/571336/
4.0,100.0,2190,2190,3008,No information,Bern,0,True,True,False,True,False,False,False,True,True,21.9,547.5,25.0,False,False,False,2190_100.0_4.0_3008_Noinformation_Bern,,,https://flatfox.ch/de/wohnung/3008-bern/603804/
2.5,59.0,1380,1220,3072,Bernstrasse 119,Ostermundigen,2016,False,False,True,False,False,True,False,True,False,23.39,552.0,23.6,False,True,False,1380_59.0_2.5_3072_Bernstrasse119_Ostermundigen,,,https://flatfox.ch/de/wohnung/bernstrasse-119-3072-ostermundigen/545671/
2.0,100.0,2000,1850,3011,Kramgasse 45,Bern,2021,False,False,False,False,False,False,False,False,False,20.0,1000.0,50.0,False,False,False,2000_100.0_2.0_3011_Kramgasse45_Bern,,,https://flatfox.ch/de/wohnung/kramgasse-45-3011-bern/533205/
4.0,140.0,1950,1718,3765,No information,Oberwil i/S,2022,True,False,False,True,False,False,False,True,False,13.93,487.5,35.0,False,False,False,1950_140.0_4.0_3765_Noinformation_Oberwil i/S,,,https://flatfox.ch/de/wohnung/3765-oberwil-is/557468/
3.5,70.0,1480,1303,3145,Käsereistrasse 9,Niederscherli,0,True,False,False,True,False,False,False,False,False,21.14,422.86,20.0,False,False,False,1480_70.0_3.5_3145_Käsereistrasse9_Niederscherli,,,https://flatfox.ch/de/wohnung/kasereistrasse-9-3145-niederscherli/586978/
3.0,65.0,1160,950,3550,Oberstrasse 74,Langnau i. E.,0,True,True,False,False,False,False,False,False,False,17.85,386.67,21.67,False,True,False,1160_65.0_3.0_3550_Oberstrasse74_Langnau i. E.,,,https://flatfox.ch/de/wohnung/oberstrasse-74-3550-langnau-i-e/527483/
3.5,87.5,2200,1950,3270,No information,Aarberg,0,True,True,False,True,False,False,False,True,False,25.14,628.57,25.0,False,False,False,2200_87.5_3.5_3270_Noinformation_Aarberg,,,https://flatfox.ch/de/wohnung/3270-aarberg/587586/
1.0,25.0,1536,1536,3006,No information,Bern,0,True,True,True,True,False,False,False,True,False,61.44,1536.0,25.0,False,False,False,1536_25.0_1.0_3006_Noinformation_Bern,,,https://flatfox.ch/de/wohnung/3006-bern/603751/
3.5,95.0,1750,1500,2503,Bahnhofstrasse 21,Biel,0,True,False,True,False,False,False,False,True,False,18.42,500.0,27.14,False,False,False,1750_95.0_3.5_2503_Bahnhofstrasse21_Biel,,,https://flatfox.ch/de/wohnung/bahnhofstrasse-21-2503-biel/584203/
3.5,87.5,1250,1020,3052,Gantrischweg 23,Zollikofen,0,True,False,False,False,False,False,False,False,False,14.29,357.14,25.0,False,True,False,1250_87.5_3.5_3052_Gantrischweg23_Zollikofen,,,https://flatfox.ch/de/wohnung/gantrischweg-23-3052-zollikofen/602361/
5.0,103.0,1790,1540,3110,Zelgweg 1,Münsingen,0,True,False,False,False,False,False,False,False,True,17.38,358.0,20.6,False,True,False,1790_103.0_5.0_3110_Zelgweg1_Münsingen,,,https://flatfox.ch/de/wohnung/zelgweg-1-3110-munsingen/594476/
2.5,58.0,1670,1520,3013,Viktoriastr. 21 (Süd),Bern,0,True,False,False,True,True,False,False,False,True,28.79,668.0,23.2,False,True,False,1670_58.0_2.5_3013_Viktoriastr21(Süd)_Bern,,,https://flatfox.ch/de/wohnung/viktoriastr-21-sud-3013-bern/603089/
3.0,50.0,1650,1453,3780,No information,Gstaad,2021,True,False,False,True,False,False,False,False,False,33.0,550.0,16.67,False,False,False,1650_50.0_3.0_3780_Noinformation_Gstaad,,,https://flatfox.ch/de/wohnung/3780-gstaad/582385/
4.5,85.0,2950,2650,3014,Morgartenstrasse 15,Bern,2022,True,False,True,False,False,False,False,True,False,34.71,655.56,18.89,False,True,False,2950_85.0_4.5_3014_Morgartenstrasse15_Bern_1,,,https://flatfox.ch/de/wohnung/morgartenstrasse-15-3014-bern/599947/
4.5,115.0,2215,1900,3302,Stägmatt 12,Moosseedorf,2013,True,True,False,False,False,False,False,False,True,19.26,492.22,25.56,False,True,False,2215_115.0_4.5_3302_Stägmatt12_Moosseedorf,,,https://flatfox.ch/de/wohnung/stagmatt-12-3302-moosseedorf/575949/
3.0,75.0,1330,1171,2502,No information,Bienne,0,False,True,False,False,False,False,False,False,False,17.73,443.33,25.0,False,False,False,1330_75.0_3.0_2502_Noinformation_Bienne,,,https://flatfox.ch/de/wohnung/2502-bienne/546093/
2.0,50.0,1200,1057,3656,Ringoldswilstrasse 97,Tschingel,0,True,False,False,True,False,False,False,False,False,24.0,600.0,25.0,False,False,False,1200_50.0_2.0_3656_Ringoldswilstrasse97_Tschingel,,,https://flatfox.ch/de/wohnung/ringoldswilstrasse-97-3656-tschingel/595735/
4.5,93.0,1740,1480,3084,Seftigenstrasse 336,Wabern,2009,True,True,True,False,False,False,False,False,False,18.71,386.67,20.67,False,True,False,1740_93.0_4.5_3084_Seftigenstrasse336_Wabern,,,https://flatfox.ch/de/wohnung/seftigenstrasse-336-3084-wabern/594617/
2.5,55.0,1740,1740,2503,No information,Biel/Bienne,0,True,True,False,False,False,True,False,False,False,31.64,696.0,22.0,False,False,False,1740_55.0_2.5_2503_Noinformation_Biel/Bienne,,,https://flatfox.ch/de/wohnung/2503-bielbienne/603665/
4.0,85.0,1700,1350,3322,Oberdorfstrasse 46,Urtenen-Schönbühl,1932,True,False,False,True,False,False,False,True,True,20.0,425.0,21.25,False,True,False,1700_85.0_4.0_3322_Oberdorfstrasse46_Urtenen-Schönbühl,,,https://flatfox.ch/de/wohnung/oberdorfstrasse-46-3322-urtenen-schonbuhl/602800/
3.5,86.0,1725,1525,3006,Giacomettistrasse 31a,Bern,2012,True,False,False,False,False,False,False,False,False,20.06,492.86,24.57,False,True,False,1725_86.0_3.5_3006_Giacomettistrasse31a_Bern,,,https://flatfox.ch/de/wohnung/giacomettistrasse-31a-3006-bern/593244/
4.5,93.0,1790,1550,3250,Flurweg 9B,Lyss,2019,True,False,False,False,False,False,False,False,True,19.25,397.78,20.67,False,True,True,1790_93.0_4.5_3250_Flurweg9B_Lyss,,,https://flatfox.ch/de/wohnung/flurweg-9b-3250-lyss/571338/
3.0,75.0,201,1,4917,Chlyrotstrasse 2,Melchnau,0,True,True,False,True,False,False,False,False,True,2.68,67.0,25.0,False,False,False,201_75.0_3.0_4917_Chlyrotstrasse2_Melchnau,,,https://flatfox.ch/de/wohnung/chlyrotstrasse-2-4917-melchnau/484098/
2.5,170.0,2095,1905,3322,Solothurnstrasse 49,Urtenen-Schönbühl,0,True,True,True,False,False,False,False,False,False,12.32,838.0,68.0,False,False,False,2095_170.0_2.5_3322_Solothurnstrasse49_Urtenen-Schönbühl,,,https://flatfox.ch/de/wohnung/solothurnstrasse-49-3322-urtenen-schonbuhl/585054/
2.5,62.5,1540,1356,3612,Scheidgasse 12a,Steffisburg,2021,True,True,True,False,True,True,False,True,False,24.64,616.0,25.0,False,False,False,1540_62.5_2.5_3612_Scheidgasse12a_Steffisburg,,,https://flatfox.ch/de/wohnung/scheidgasse-12a-3612-steffisburg/599531/
2.5,22.0,1180,1050,4537,Nesplenweg 6,Wiedlisbach,0,True,False,False,True,False,False,False,True,False,53.64,472.0,8.8,False,False,False,1180_22.0_2.5_4537_Nesplenweg6_Wiedlisbach,,,https://flatfox.ch/de/wohnung/nesplenweg-6-4537-wiedlisbach/428964/
2.0,46.0,990,840,3860,Allmendstrasse 12,Meiringen,0,True,False,False,False,False,False,False,False,False,21.52,495.0,23.0,False,False,False,990_46.0_2.0_3860_Allmendstrasse12_Meiringen,,,https://flatfox.ch/de/wohnung/allmendstrasse-12-3860-meiringen/594971/
3.5,89.0,2054,1790,3302,Stägmatt 36,Moosseedorf,2012,True,True,True,False,False,False,False,False,True,23.08,586.86,25.43,False,True,False,2054_89.0_3.5_3302_Stägmatt36_Moosseedorf,,,https://flatfox.ch/de/wohnung/stagmatt-36-3302-moosseedorf/378622/
2.0,50.0,1740,1740,3011,No information,Bern,0,True,True,True,True,False,True,False,True,False,34.8,870.0,25.0,False,True,False,1740_50.0_2.0_3011_Noinformation_Bern,,,https://flatfox.ch/de/wohnung/3011-bern/603707/
4.5,94.0,1630,1310,3600,Von May-Strasse 22,Thun,1983,True,True,True,False,False,False,False,False,True,17.34,362.22,20.89,False,True,False,1630_94.0_4.5_3600_VonMay-Strasse22_Thun,,,https://flatfox.ch/de/wohnung/von-may-strasse-22-3600-thun/581079/
3.0,77.0,1560,1320,3072,Flurweg 64,Ostermundigen,0,True,False,False,False,False,False,False,True,True,20.26,520.0,25.67,False,True,True,1560_77.0_3.0_3072_Flurweg64_Ostermundigen,,,https://flatfox.ch/de/wohnung/flurweg-64-3072-ostermundigen/574557/
5.5,160.0,3000,3000,3510,No information,Konolfingen,0,True,True,False,True,False,False,True,True,True,18.75,545.45,29.09,False,False,False,3000_160.0_5.5_3510_Noinformation_Konolfingen,,,https://flatfox.ch/de/wohnung/3510-konolfingen/603724/
3.0,61.0,1195,1010,3775,Dorf,Lenk im Simmental,0,False,False,False,False,False,False,False,True,True,19.59,398.33,20.33,False,True,False,1195_61.0_3.0_3775_Dorf_Lenk im Simmental,,,https://flatfox.ch/de/wohnung/dorf-3775-lenk-im-simmental/598182/
4.0,100.0,2043,1800,3707,Chrüzweg 1,Därlingen,2019,True,True,False,True,False,False,False,True,False,20.43,510.75,25.0,False,False,False,2043_100.0_4.0_3707_Chrüzweg1_Därlingen,,,https://flatfox.ch/de/wohnung/chruzweg-1-3707-darlingen/573167/
1.0,66.0,1590,1480,3072,Untere Zollgasse 5,Ostermundigen,0,True,False,False,False,False,False,False,False,True,24.09,1590.0,66.0,False,False,False,1590_66.0_1.0_3072_UntereZollgasse5_Ostermundigen,,,https://flatfox.ch/de/wohnung/untere-zollgasse-5-3072-ostermundigen/552266/
2.0,51.0,800,600,2603,Rue des Ruaux 9,Péry,0,False,False,False,False,False,False,False,False,False,15.69,400.0,25.5,False,False,False,800_51.0_2.0_2603_RuedesRuaux9_Péry,,,https://flatfox.ch/de/wohnung/rue-des-ruaux-9-2603-pery/596046/
3.0,75.0,1670,1471,3007,Seftigenstrasse 21,Bern,0,True,True,False,True,False,False,False,False,True,22.27,556.67,25.0,False,False,False,1670_75.0_3.0_3007_Seftigenstrasse21_Bern,,,https://flatfox.ch/de/wohnung/seftigenstrasse-21-3007-bern/597393/
2.5,45.0,1035,930,3855,No information,Brunnacherweg 9  Brienz,2022,True,False,False,True,False,False,False,True,False,23.0,414.0,18.0,False,False,False,1035_45.0_2.5_3855_Noinformation_Brunnacherweg 9  Brienz,,,https://flatfox.ch/de/wohnung/brunnacherweg-9-3855-brienz/605245/
3.5,84.0,1400,1200,3604,Von-May-Str. 3,Thun,1980,True,False,False,True,False,False,False,False,False,16.67,400.0,24.0,False,False,False,1400_84.0_3.5_3604_Von-May-Str3_Thun,,,https://flatfox.ch/de/wohnung/von-may-str-3-3604-thun/590303/
1.0,25.0,720,600,3422,Kirchmattstrasse 10,Kirchberg BE,0,False,False,False,False,False,False,False,False,False,28.8,720.0,25.0,False,False,False,720_25.0_1.0_3422_Kirchmattstrasse10_Kirchberg BE,,,https://flatfox.ch/de/wohnung/kirchmattstrasse-10-3422-kirchberg-be/603969/
3.5,76.0,1480,1180,3302,Laupenackerstr. 18,Moosseedorf,0,True,True,False,False,False,False,False,False,False,19.47,422.86,21.71,False,True,False,1480_76.0_3.5_3302_Laupenackerstr18_Moosseedorf,,,https://flatfox.ch/de/wohnung/laupenackerstr-18-3302-moosseedorf/530843/
3.5,81.0,1890,1700,3302,Sandstrasse 106,Moosseedorf,2014,True,True,True,False,False,False,False,False,True,23.33,540.0,23.14,False,True,False,1890_81.0_3.5_3302_Sandstrasse106_Moosseedorf,,,https://flatfox.ch/de/wohnung/sandstrasse-106-3302-moosseedorf/568997/
2.5,85.0,908,800,3773,Dorfstrasse 45,Matten (St. Stephan) bei Lenk im Simmental,1962,True,True,False,True,False,False,False,True,False,10.68,363.2,34.0,False,False,False,908_85.0_2.5_3773_Dorfstrasse45_Matten (St. Stephan) bei Lenk im Simmental,,,https://flatfox.ch/de/wohnung/dorfstrasse-45-3773-matten-st-stephan-bei-lenk-im-/574443/
2.5,58.0,1280,1127,3122,No information,Kehrsatz,0,True,False,True,True,False,False,False,True,False,22.07,512.0,23.2,False,False,False,1280_58.0_2.5_3122_Noinformation_Kehrsatz,,,https://flatfox.ch/de/wohnung/3122-kehrsatz/601876/
5.5,137.5,715,629,3072,Dr. Zuber-Strasse 4B,Bern,0,True,True,True,True,True,False,False,True,False,5.2,130.0,25.0,False,False,False,715_137.5_5.5_3072_DrZuber-Strasse4B_Bern,,,https://flatfox.ch/de/wohnung/dr-zuber-strasse-4b-3072-bern/578148/
4.5,90.0,2400,2400,3013,No information,Bern,0,True,True,True,True,False,False,True,True,True,26.67,533.33,20.0,False,False,False,2400_90.0_4.5_3013_Noinformation_Bern,,,https://flatfox.ch/de/wohnung/3013-bern/603591/
3.5,67.0,1353,1111,2503,Madretschstr. 108,Biel,1966,True,False,True,False,False,False,False,False,True,20.19,386.57,19.14,False,True,False,1353_67.0_3.5_2503_Madretschstr108_Biel,,,https://flatfox.ch/de/wohnung/madretschstr-108-2503-biel/544645/
2.5,62.5,1590,1450,3012,Falkenweg 8,Bern,0,True,False,False,False,False,False,False,False,True,25.44,636.0,25.0,False,True,False,1590_62.5_2.5_3012_Falkenweg8_Bern,,,https://flatfox.ch/de/wohnung/falkenweg-8-3012-bern/553553/
1.0,25.0,660,600,4950,Hubweg 10A,Huttwil,0,False,True,False,False,False,False,False,False,False,26.4,660.0,25.0,False,False,False,660_25.0_1.0_4950_Hubweg10A_Huttwil,,,https://flatfox.ch/de/wohnung/hubweg-10a-4950-huttwil/579991/
3.5,80.0,1900,1650,3097,Wilkerstrasse 76,Liebefeld,2008,True,True,True,False,False,False,False,False,False,23.75,542.86,22.86,False,True,False,1900_80.0_3.5_3097_Wilkerstrasse76_Liebefeld,,,https://flatfox.ch/de/wohnung/wilkerstrasse-76-3097-liebefeld/569937/
3.5,87.5,1400,1233,2503,Rue du Breuil 47    +41793568863 Ana Paula,Bienne,0,False,False,True,False,False,False,False,True,False,16.0,400.0,25.0,False,False,False,1400_87.5_3.5_2503_RueduBreuil47+41793568863AnaPaula_Bienne,,,https://flatfox.ch/de/wohnung/rue-du-breuil-47-41793568863-ana-paula-2503-bienne/547809/
3.5,110.0,1800,1600,3507,Bahnhofstrasse 6,Biglen,0,True,False,False,True,False,False,False,True,False,16.36,514.29,31.43,False,False,False,1800_110.0_3.5_3507_Bahnhofstrasse6_Biglen,,,https://flatfox.ch/de/wohnung/bahnhofstrasse-6-3507-biglen/533551/
3.5,80.0,1540,1280,3098,Jennershausweg 29,Köniz,0,True,False,True,False,False,False,False,True,True,19.25,440.0,22.86,False,True,False,1540_80.0_3.5_3098_Jennershausweg29_Köniz,,,https://flatfox.ch/de/wohnung/jennershausweg-29-3098-koniz/571867/
1.0,25.0,680,600,4900,Käsereistrasse 15,Langenthal,0,False,False,False,False,False,False,False,True,False,27.2,680.0,25.0,False,False,False,680_25.0_1.0_4900_Käsereistrasse15_Langenthal,,,https://flatfox.ch/de/wohnung/kasereistrasse-15-4900-langenthal/587157/
4.5,100.0,1650,1400,4923,Untere Einschlagstrasse 3A,Wynau,2022,True,True,False,True,False,False,False,False,False,16.5,366.67,22.22,False,False,False,1650_100.0_4.5_4923_UntereEinschlagstrasse3A_Wynau,,,https://flatfox.ch/de/wohnung/untere-einschlagstrasse-3a-4923-wynau/582541/
2.0,50.0,1190,1000,3018,Bümplizstrasse 200,Bern,1905,True,False,True,False,False,False,False,True,False,23.8,595.0,25.0,False,True,False,1190_50.0_2.0_3018_Bümplizstrasse200_Bern,,,https://flatfox.ch/de/wohnung/bumplizstrasse-200-3018-bern/580178/
2.5,62.5,1250,1101,3027,Looslistrasse 50,Bern,0,False,False,False,False,False,False,False,False,False,20.0,500.0,25.0,False,False,False,1250_62.5_2.5_3027_Looslistrasse50_Bern,,,https://flatfox.ch/de/wohnung/looslistrasse-50-3027-bern/602578/
4.5,112.5,1710,1470,3145,Schwarzenburgstrasse 753,Niederscherli,0,True,False,False,True,False,False,False,False,True,15.2,380.0,25.0,False,True,False,1710_112.5_4.5_3145_Schwarzenburgstrasse753_Niederscherli,,,https://flatfox.ch/de/wohnung/schwarzenburgstrasse-753-3145-niederscherli/570132/
3.5,87.5,1390,1190,3145,Schwarzenburgstrasse 753,Niederscherli,0,True,False,False,True,False,False,False,False,True,15.89,397.14,25.0,False,True,False,1390_87.5_3.5_3145_Schwarzenburgstrasse753_Niederscherli_1,,,https://flatfox.ch/de/wohnung/schwarzenburgstrasse-753-3145-niederscherli/570013/
4.0,100.0,1800,1585,2503,No information,Biel/Bienne,0,True,False,False,True,False,False,False,False,False,18.0,450.0,25.0,False,True,False,1800_100.0_4.0_2503_Noinformation_Biel/Bienne,,,https://flatfox.ch/de/wohnung/2503-bielbienne/587573/
4.5,76.0,1360,1120,3427,Koppigenstrasse 16,Utzenstorf,0,True,True,False,False,False,False,False,False,False,17.89,302.22,16.89,False,False,False,1360_76.0_4.5_3427_Koppigenstrasse16_Utzenstorf,,,https://flatfox.ch/de/wohnung/koppigenstrasse-16-3427-utzenstorf/503148/
4.5,96.0,2150,1860,3006,Buristr. 10,Bern,1967,True,True,False,False,False,False,False,False,True,22.4,477.78,21.33,False,True,False,2150_96.0_4.5_3006_Buristr10_Bern,,,https://flatfox.ch/de/wohnung/buristr-10-3006-bern/592003/
3.5,76.0,1390,1180,4900,Waldhofstrasse 36,Langenthal,0,True,False,False,False,False,False,False,False,True,18.29,397.14,21.71,False,True,False,1390_76.0_3.5_4900_Waldhofstrasse36_Langenthal,,,https://flatfox.ch/de/wohnung/waldhofstrasse-36-4900-langenthal/513536/
3.5,52.0,850,700,2738,Rue Centrale 15,Court,0,False,False,False,False,False,False,False,False,False,16.35,242.86,14.86,False,False,False,850_52.0_3.5_2738_RueCentrale15_Court,,,https://flatfox.ch/de/wohnung/rue-centrale-15-2738-court/604127/
1.0,25.0,760,660,3013,Randweg 15,Bern,0,False,False,True,True,False,False,False,False,False,30.4,760.0,25.0,False,False,False,760_25.0_1.0_3013_Randweg15_Bern,,,https://flatfox.ch/de/wohnung/randweg-15-3013-bern/601742/
4.5,170.0,2500,2130,3114,Austr. 7,Wichtrach,1992,True,False,False,False,False,False,False,False,True,14.71,555.56,37.78,False,True,True,2500_170.0_4.5_3114_Austr7_Wichtrach,,,https://flatfox.ch/de/wohnung/austr-7-3114-wichtrach/546888/
2.5,62.5,1120,920,4900,Waldhofstrasse 40,Langenthal,0,True,True,False,False,False,False,False,False,False,17.92,448.0,25.0,False,False,False,1120_62.5_2.5_4900_Waldhofstrasse40_Langenthal,,,https://flatfox.ch/de/wohnung/waldhofstrasse-40-4900-langenthal/547376/
3.5,87.5,940,780,2740,Mercier 14,Moutier,0,True,True,True,True,False,False,False,False,True,10.74,268.57,25.0,False,False,False,940_87.5_3.5_2740_Mercier14_Moutier,,,https://flatfox.ch/de/wohnung/mercier-14-2740-moutier/545471/
2.5,62.5,1415,1200,3007,Landoltstrasse 107,Bern,0,True,False,False,False,False,False,False,True,True,22.64,566.0,25.0,False,False,False,1415_62.5_2.5_3007_Landoltstrasse107_Bern,,,https://flatfox.ch/de/wohnung/landoltstrasse-107-3007-bern/574966/
3.5,90.0,1800,1585,3005,No information,bern,1870,True,False,False,True,False,False,False,False,False,20.0,514.29,25.71,False,False,False,1800_90.0_3.5_3005_Noinformation_bern,,,https://flatfox.ch/de/wohnung/3005-bern/590159/
4.5,100.0,1560,1310,4900,Waldhofstrasse 26,Langenthal,0,True,False,False,False,False,False,False,False,True,15.6,346.67,22.22,False,True,False,1560_100.0_4.5_4900_Waldhofstrasse26_Langenthal,,,https://flatfox.ch/de/wohnung/waldhofstrasse-26-4900-langenthal/463780/
3.5,99.0,2130,1850,3052,Schulhausstrasse 27,Zollikofen,2022,True,False,True,True,True,True,True,True,False,21.52,608.57,28.29,False,False,False,2130_99.0_3.5_3052_Schulhausstrasse27_Zollikofen,,,https://flatfox.ch/de/wohnung/schulhausstrasse-27-3052-zollikofen/417847/
3.5,71.0,1520,1280,3098,Froschweg 25,Schliern b. Köniz,1981,True,True,True,True,False,False,False,False,True,21.41,434.29,20.29,False,True,False,1520_71.0_3.5_3098_Froschweg25_Schliern b. Köniz,,,https://flatfox.ch/de/wohnung/froschweg-25-3098-schliern-b-koniz/585350/
3.5,87.5,1400,1233,2503,No information,Biel,0,True,True,True,False,True,False,False,True,False,16.0,400.0,25.0,False,False,False,1400_87.5_3.5_2503_Noinformation_Biel,,,https://flatfox.ch/de/wohnung/2503-biel/549609/
3.5,61.0,1150,950,4900,Thunstettenstrasse 50,Langenthal,0,True,False,False,True,False,False,False,False,True,18.85,328.57,17.43,False,False,False,1150_61.0_3.5_4900_Thunstettenstrasse50_Langenthal,,,https://flatfox.ch/de/wohnung/thunstettenstrasse-50-4900-langenthal/212767/
3.0,65.0,1100,930,3422,Lindenhof 7,Kirchberg,0,True,True,False,True,False,False,False,False,True,16.92,366.67,21.67,False,True,False,1100_65.0_3.0_3422_Lindenhof7_Kirchberg,,,https://flatfox.ch/de/wohnung/lindenhof-7-3422-kirchberg/594240/
2.0,53.0,1500,1300,3008,Könizstrasse 77/79,Bern-Fischermätteli,0,True,False,False,False,False,False,False,False,False,28.3,750.0,26.5,False,True,False,1500_53.0_2.0_3008_Könizstrasse77/79_Bern-Fischermätteli,,,https://flatfox.ch/de/wohnung/konizstrasse-7779-3008-bern-fischermatteli/520509/
3.5,68.0,1360,1180,2555,Erlenstrasse 8,Brügg BE,1965,True,False,True,False,False,False,False,False,False,20.0,388.57,19.43,False,False,False,1360_68.0_3.5_2555_Erlenstrasse8_Brügg BE,,,https://flatfox.ch/de/wohnung/erlenstrasse-8-2555-brugg-be/583443/
2.5,64.0,1241,1001,2560,Guglerstrasse 7,Nidau,0,True,True,True,False,False,False,False,False,False,19.39,496.4,25.6,False,True,False,1241_64.0_2.5_2560_Guglerstrasse7_Nidau,,,https://flatfox.ch/de/wohnung/guglerstrasse-7-2560-nidau/538040/
5.0,146.0,4800,4300,3006,Elfenstrasse 3,Bern,0,True,False,False,False,False,False,False,False,False,32.88,960.0,29.2,False,True,False,4800_146.0_5.0_3006_Elfenstrasse3_Bern,,,https://flatfox.ch/de/wohnung/elfenstrasse-3-3006-bern/587749/
5.5,150.0,7680,7680,3005,No information,Bern,0,True,True,False,True,False,False,False,True,True,51.2,1396.36,27.27,False,True,False,7680_150.0_5.5_3005_Noinformation_Bern,,,https://flatfox.ch/de/wohnung/3005-bern/603715/
3.5,95.0,1816,1600,3011,Brunngasse 48,Bern,0,False,False,False,False,False,False,False,False,True,19.12,518.86,27.14,False,False,False,1816_95.0_3.5_3011_Brunngasse48_Bern,,,https://flatfox.ch/de/wohnung/brunngasse-48-3011-bern/603380/
4.5,105.0,2040,1750,3052,Alpenstrasse 59,Zollikofen,0,False,True,False,False,False,False,False,False,True,19.43,453.33,23.33,False,True,False,2040_105.0_4.5_3052_Alpenstrasse59_Zollikofen,,,https://flatfox.ch/de/wohnung/alpenstrasse-59-3052-zollikofen/544286/
3.5,65.0,1325,1140,3600,Hohmadstr. 17,Thun,1957,True,True,False,False,False,False,False,False,False,20.38,378.57,18.57,False,True,False,1325_65.0_3.5_3600_Hohmadstr17_Thun,,,https://flatfox.ch/de/wohnung/hohmadstr-17-3600-thun/580883/
2.5,84.0,2730,2450,3006,Bitziusstrasse 40,Bern,2015,True,False,True,False,False,False,False,True,True,32.5,1092.0,33.6,False,False,False,2730_84.0_2.5_3006_Bitziusstrasse40_Bern,,,https://flatfox.ch/de/wohnung/bitziusstrasse-40-3006-bern/594459/
5.0,90.0,1650,1453,4914,Lindenrain 1,Roggwil,2021,True,False,False,True,False,False,False,True,False,18.33,330.0,18.0,False,True,False,1650_90.0_5.0_4914_Lindenrain1_Roggwil,,,https://flatfox.ch/de/wohnung/lindenrain-1-4914-roggwil/580595/
5.5,110.0,1760,1450,4900,Waldhofstrasse 32,Langenthal,0,True,False,False,False,False,False,False,False,True,16.0,320.0,20.0,False,True,False,1760_110.0_5.5_4900_Waldhofstrasse32_Langenthal,,,https://flatfox.ch/de/wohnung/waldhofstrasse-32-4900-langenthal/207843/
2.5,62.5,1360,1160,3072,Obere Zollgasse 51A,Ostermundigen,0,True,False,False,False,False,False,False,False,False,21.76,544.0,25.0,False,True,False,1360_62.5_2.5_3072_ObereZollgasse51A_Ostermundigen,,,https://flatfox.ch/de/wohnung/obere-zollgasse-51a-3072-ostermundigen/570025/
5.5,105.0,1820,1500,3510,Sonnrainstr. 13,Konolfingen,1995,True,True,True,True,False,False,False,False,True,17.33,330.91,19.09,False,True,True,1820_105.0_5.5_3510_Sonnrainstr13_Konolfingen,,,https://flatfox.ch/de/wohnung/sonnrainstr-13-3510-konolfingen/529736/
1.5,37.5,1260,1110,3072,Paracelsusstrasse 2,Ostermundigen,0,True,True,True,True,True,True,True,False,False,33.6,840.0,25.0,False,False,False,1260_37.5_1.5_3072_Paracelsusstrasse2_Ostermundigen,,,https://flatfox.ch/de/wohnung/paracelsusstrasse-2-3072-ostermundigen/601607/
