rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_immoscout,url_homegate,url_flatfox
3.0,75.0,1199,1049,4536,Jurastrasse 2,Attiswil,2020,True,True,False,True,False,False,False,False,False,15.99,399.67,25.0,True,True,False,1199_75.0_3.0_4536_Jurastrasse2_Attiswil,https://www.immoscout24.ch/de/d/wohnung-mieten-attiswil/6858096,,
4.5,112.5,1570,1330,3132,Sandgrubenweg 14,Riggisberg,2021,True,False,False,False,False,False,False,False,True,13.96,348.89,25.0,True,True,True,1570_112.5_4.5_3132_Sandgrubenweg14_Riggisberg,https://www.immoscout24.ch/de/d/wohnung-mieten-riggisberg/7037531,,
5.5,137.5,2290,1950,3073,Dennigkofenweg 77a,Gümligen,0,True,True,False,False,False,False,False,False,True,16.65,416.36,25.0,False,True,False,2290_137.5_5.5_3073_Dennigkofenweg77a_Gümligen,https://www.immoscout24.ch/de/d/wohnung-mieten-guemligen/7036401,,
4.5,95.0,1600,1380,3174,Freiburgstrasse 941,Thörishaus,1972,True,False,False,False,False,False,False,True,True,16.84,355.56,21.11,False,False,False,1600_95.0_4.5_3174_Freiburgstrasse941_Thörishaus,https://www.immoscout24.ch/de/d/wohnung-mieten-thoerishaus/7022422,,
3.0,75.0,1170,950,3177,Hilfigenweg 2,Laupen BE,0,True,False,False,True,False,False,False,False,False,15.6,390.0,25.0,True,False,False,1170_75.0_3.0_3177_Hilfigenweg2_LaupenBE,https://www.immoscout24.ch/de/d/wohnung-mieten-laupen-be/7032261,,
3.5,76.0,1860,1620,3098,Jennershausweg 23,Köniz,0,True,False,True,False,False,False,False,False,False,24.47,531.43,21.71,True,True,False,1860_76.0_3.5_3098_Jennershausweg23_Köniz,https://www.immoscout24.ch/de/d/wohnung-mieten-koeniz/7025950,,
4.5,100.0,1650,1400,4923,Untere Einschlagstrasse 3a,Wynau,2022,True,True,False,True,False,False,False,False,True,16.5,366.67,22.22,True,True,False,1650_100.0_4.5_4923_UntereEinschlagstrasse3a_Wynau,https://www.immoscout24.ch/de/d/wohnung-mieten-wynau/7019308,,
3.5,87.5,1550,1400,2502,General-Dufour-Strasse 42,Biel/Bienne,0,False,False,False,False,False,False,False,True,True,17.71,442.86,25.0,False,False,False,1550_87.5_3.5_2502_General-Dufour-Strasse42_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6930474,,
2.0,50.0,1200,1050,4900,Weissensteinstrasse 4 b,Langenthal,0,True,False,True,True,False,False,False,False,True,24.0,600.0,25.0,False,False,False,1200_50.0_2.0_4900_Weissensteinstrasse4b_Langenthal,https://www.immoscout24.ch/de/d/wohnung-mieten-langenthal/6976039,,
2.5,55.0,1690,1490,3014,Stauffacherstrasse 12,Bern,2020,False,False,True,False,False,False,False,False,True,30.73,676.0,22.0,False,True,False,1690_55.0_2.5_3014_Stauffacherstrasse12_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7023947,,
3.0,87.0,1430,1240,3052,Alpenblickstrasse 16,Zollikofen,0,True,False,False,True,False,False,False,False,False,16.44,476.67,29.0,True,False,False,1430_87.0_3.0_3052_Alpenblickstrasse16_Zollikofen,https://www.immoscout24.ch/de/d/wohnung-mieten-zollikofen/6989213,,
4.5,83.0,1670,1450,3604,Talackerstrasse 78 E,Thun,2017,True,True,False,True,False,False,False,False,True,20.12,371.11,18.44,True,False,False,1670_83.0_4.5_3604_Talackerstrasse78E_Thun,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7021669,,
3.0,75.0,1090,950,2502,Jurastrasse 5,Biel/Bienne,0,False,True,True,False,False,False,False,False,True,14.53,363.33,25.0,False,True,False,1090_75.0_3.0_2502_Jurastrasse5_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7019440,,
2.0,51.0,1140,960,2503,General-Dufour-Strasse 84,Biel/Bienne,0,True,False,False,True,False,False,False,False,True,22.35,570.0,25.5,False,True,False,1140_51.0_2.0_2503_General-Dufour-Strasse84_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7015463,,
4.0,100.0,1470,1160,2575,Montligstrasse 10,Täuffelen,0,True,True,False,True,False,False,False,False,False,14.7,367.5,25.0,True,False,False,1470_100.0_4.0_2575_Montligstrasse10_Täuffelen,https://www.immoscout24.ch/de/d/wohnung-mieten-taeuffelen/6417870,,
3.0,75.0,1380,1200,3067,Bernstrasse 78,Boll,2015,False,False,False,True,False,False,False,True,True,18.4,460.0,25.0,False,False,False,1380_75.0_3.0_3067_Bernstrasse78_Boll,https://www.immoscout24.ch/de/d/wohnung-mieten-boll/6687012,,
3.0,65.0,1465,1280,2502,Kloosweg 10,Biel/Bienne,2022,True,False,False,False,False,False,False,True,True,22.54,488.33,21.67,False,False,False,1465_65.0_3.0_2502_Kloosweg10_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7008059,,
2.0,50.0,1090,850,2502,Reuchenettestrasse 55,Biel/Bienne,0,True,True,False,False,False,False,False,False,True,21.8,545.0,25.0,False,True,False,1090_50.0_2.0_2502_Reuchenettestrasse55_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7005984,,
3.5,87.5,1090,120,2503,Bärenmatt 6,Biel/Bienne,0,True,True,True,False,False,False,False,False,False,12.46,311.43,25.0,False,False,False,1090_87.5_3.5_2503_Bärenmatt6_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6907333,,
2.5,62.5,790,670,2735,Grand-Rue 3,Malleray,0,True,True,False,False,False,False,False,False,True,12.64,316.0,25.0,False,False,False,790_62.5_2.5_2735_Grand-Rue3_Malleray,https://www.immoscout24.ch/de/d/wohnung-mieten-malleray/6944964,,
3.0,70.0,1710,1560,2503,Lindenstrasse 16 2552 Orpund,Biel/Bienne,2022,False,False,False,True,False,True,False,False,True,24.43,570.0,23.33,True,True,True,1710_70.0_3.0_2503_Lindenstrasse162552Orpund_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6877998,,
4.5,110.0,1820,1570,3360,Amelie Moser-Strasse 4,Herzogenbuchsee,0,True,True,True,False,False,False,False,False,False,16.55,404.44,24.44,False,True,False,1820_110.0_4.5_3360_AmelieMoser-Strasse4_Herzogenbuchsee,https://www.immoscout24.ch/de/d/wohnung-mieten-herzogenbuchsee/6607676,,
2.5,62.5,1140,940,2504,Sägefeldweg 16,Biel/Bienne,2022,False,False,False,False,False,False,False,False,False,18.24,456.0,25.0,False,True,False,1140_62.5_2.5_2504_Sägefeldweg16_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6993879,,
1.5,31.0,795,675,2502,Rue Centrale 2,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,25.65,530.0,20.67,False,False,False,795_31.0_1.5_2502_RueCentrale2_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6959138,https://www.homegate.ch/mieten/3001866579,https://flatfox.ch/de/wohnung/rue-centrale-2-2502-bielbienne/511087/
1.0,28.0,820,700,3604,Eisenbahnstr. 29c,Thun,1999,True,False,False,True,False,False,False,False,False,29.29,820.0,28.0,False,True,False,820_28.0_1.0_3604_Eisenbahnstr.29c_Thun,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/6959015,,
3.5,87.5,950,800,2740,Rue Industrielle 70,Moutier,0,True,False,False,False,False,False,False,False,False,10.86,271.43,25.0,False,False,False,950_87.5_3.5_2740_RueIndustrielle70_Moutier,https://www.immoscout24.ch/de/d/wohnung-mieten-moutier/6796528,,
2.5,80.0,800,680,2740,Rue Industrielle 70,Moutier,0,True,False,False,False,False,False,False,False,False,10.0,320.0,32.0,False,False,False,800_80.0_2.5_2740_RueIndustrielle70_Moutier,https://www.immoscout24.ch/de/d/wohnung-mieten-moutier/6975618,,
3.5,60.0,1130,950,2503,Brüggstrasse 66,Biel/Bienne,2013,True,False,True,True,False,False,False,False,True,18.83,322.86,17.14,False,False,False,1130_60.0_3.5_2503_Brüggstrasse66_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6978582,,
3.5,90.0,880,730,2742,Rue de l'Orgerie 2L,Perrefitte,0,True,False,False,True,False,False,False,False,False,9.78,251.43,25.71,False,False,False,880_90.0_3.5_2742_Ruedel'Orgerie2L_Perrefitte,https://www.immoscout24.ch/de/d/wohnung-mieten-perrefitte/6088145,https://www.homegate.ch/mieten/3000585084,
3.0,75.0,970,800,4912,Wiesenstrasse 21,Aarwangen,0,False,False,False,False,False,False,False,True,False,12.93,323.33,25.0,True,True,False,970_75.0_3.0_4912_Wiesenstrasse21_Aarwangen,https://www.immoscout24.ch/de/d/wohnung-mieten-aarwangen/5376277,,
4.0,71.0,1450,1230,2552,Lindenstrasse 20,Orpund,0,True,False,False,False,False,False,False,True,False,20.42,362.5,17.75,True,True,False,1450_71.0_4.0_2552_Lindenstrasse20_Orpund,https://www.immoscout24.ch/de/d/wohnung-mieten-orpund/6946756,,
2.0,58.0,1500,1350,2502,Albrecht-Haller-Strasse 8,Biel/Bienne,2021,True,False,False,False,False,False,False,True,True,25.86,750.0,29.0,False,False,False,1500_58.0_2.0_2502_Albrecht-Haller-Strasse8_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6966218,,
2.0,58.0,1400,1250,2502,Albrecht-Haller-Strasse 8,Biel/Bienne,2021,False,False,False,False,False,False,False,True,True,24.14,700.0,29.0,False,False,False,1400_58.0_2.0_2502_Albrecht-Haller-Strasse8_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6966214,,
3.0,74.0,1610,1450,2502,Albrecht-Haller-Strasse 8,Biel/Bienne,2021,False,False,False,False,False,False,False,True,True,21.76,536.67,24.67,False,False,False,1610_74.0_3.0_2502_Albrecht-Haller-Strasse8_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6966188,,
3.0,75.0,1945,1750,3011,Brunngasse 50,Bern,0,False,False,False,False,False,False,False,False,False,25.93,648.33,25.0,False,False,False,1945_75.0_3.0_3011_Brunngasse50_Bern,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/5410544,,
3.0,75.0,1150,890,2502,Jurastrasse 5,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,15.33,383.33,25.0,False,False,False,1150_75.0_3.0_2502_Jurastrasse5_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/5946040,,
3.0,75.0,1330,1100,2502,Güterstrasse 19,Biel/Bienne,0,True,True,True,False,False,False,False,False,True,17.73,443.33,25.0,False,False,False,1330_75.0_3.0_2502_Güterstrasse19_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6867429,,
2.0,54.0,1150,950,2502,General-Dufour-Strasse 33,Biel/Bienne,2022,False,False,True,False,False,False,False,False,False,21.3,575.0,27.0,False,False,False,1150_54.0_2.0_2502_General-Dufour-Strasse33_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6902992,,
3.0,75.0,1380,1200,3027,Untermattweg 80,Bern,0,True,False,False,False,False,False,False,False,False,18.4,460.0,25.0,False,False,False,1380_75.0_3.0_3027_Untermattweg80_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6913539,,
4.5,85.0,1600,1350,3662,Eichmatt 4a,Seftigen,0,True,False,False,False,False,False,False,False,True,18.82,355.56,18.89,True,True,False,1600_85.0_4.5_3662_Eichmatt4a_Seftigen,https://www.immoscout24.ch/de/d/wohnung-mieten-seftigen/6903868,,
3.5,87.5,1890,1650,3174,Senseblickstrasse 8,Thörishaus,0,True,False,False,True,False,False,False,False,False,21.6,540.0,25.0,True,False,False,1890_87.5_3.5_3174_Senseblickstrasse8_Thörishaus,https://www.immoscout24.ch/de/d/dachwohnung-mieten-thoerishaus/6880464,,
3.5,83.0,1395,1190,3132,Sandgrubenweg 18,Riggisberg,1987,True,False,False,False,False,False,False,False,True,16.81,398.57,23.71,True,False,True,1395_83.0_3.5_3132_Sandgrubenweg18_Riggisberg,https://www.immoscout24.ch/de/d/wohnung-mieten-riggisberg/6868964,,
2.0,50.0,1450,1250,3006,Sonnenhofweg 4,Bern,0,True,False,False,False,False,False,False,False,True,29.0,725.0,25.0,False,True,False,1450_50.0_2.0_3006_Sonnenhofweg4_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6852170,,
4.5,112.0,1390,1210,2560,Bielstrasse 18,Nidau,0,True,True,True,False,False,False,False,False,True,12.41,308.89,24.89,False,True,False,1390_112.0_4.5_2560_Bielstrasse18_Nidau,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/6431162,,
3.5,87.5,1050,900,2504,Mettlenweg 62,Biel/Bienne,0,True,True,False,True,False,False,False,False,False,12.0,300.0,25.0,False,False,False,1050_87.5_3.5_2504_Mettlenweg62_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6811175,,
4.5,156.0,2350,2000,4950,Pappelweg 4,Huttwil,2016,True,True,True,False,False,True,False,True,True,15.06,522.22,34.67,False,False,False,2350_156.0_4.5_4950_Pappelweg4_Huttwil,https://www.immoscout24.ch/de/d/dachwohnung-mieten-huttwil/6172584,,
4.5,112.5,1240,990,4912,Wiesenstrasse 13,Aarwangen,0,True,True,False,True,False,False,False,False,False,11.02,275.56,25.0,False,False,False,1240_112.5_4.5_4912_Wiesenstrasse13_Aarwangen,https://www.immoscout24.ch/de/d/wohnung-mieten-aarwangen/6351706,,
3.0,75.0,1490,1260,3604,Dohlenweg 11,Thun,0,True,True,False,False,False,False,False,False,True,19.87,496.67,25.0,False,True,False,1490_75.0_3.0_3604_Dohlenweg11_Thun,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/6757321,,
4.5,112.5,1600,1450,2502,General-Dufour-Strasse 42,Biel/Bienne,0,False,True,False,True,False,False,False,True,False,14.22,355.56,25.0,False,False,False,1600_112.5_4.5_2502_General-Dufour-Strasse42_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6752617,,
4.5,110.0,1990,1750,3360,Amelie Moser-Strasse 6,Herzogenbuchsee,0,True,False,False,False,False,False,False,False,False,18.09,442.22,24.44,False,True,False,1990_110.0_4.5_3360_AmelieMoser-Strasse6_Herzogenbuchsee,https://www.immoscout24.ch/de/d/wohnung-mieten-herzogenbuchsee/6264760,,
4.5,112.5,1740,1440,3075,Bächimattstrasse 36,Rüfenacht BE,0,True,False,False,True,False,False,False,False,True,15.47,386.67,25.0,True,False,False,1740_112.5_4.5_3075_Bächimattstrasse36_RüfenachtBE,https://www.immoscout24.ch/de/d/wohnung-mieten-ruefenacht-be/5083311,,
3.5,60.0,900,760,2735,Champ de chin 5,Bévilard,0,False,False,False,False,False,False,False,False,False,15.0,257.14,17.14,False,False,False,900_60.0_3.5_2735_Champdechin5_Bévilard,https://www.immoscout24.ch/de/d/wohnung-mieten-bevilard/6079833,,
4.0,71.0,1300,1110,4912,Wiesenstrasse 19,Aarwangen,0,True,False,False,True,False,False,False,True,False,18.31,325.0,17.75,False,True,False,1300_71.0_4.0_4912_Wiesenstrasse19_Aarwangen,https://www.immoscout24.ch/de/d/wohnung-mieten-aarwangen/6442890,,
3.5,69.0,1740,1585,3110,Jungfrauweg 5,Münsingen,1980,False,False,False,False,False,False,False,False,False,25.22,497.14,19.71,False,False,False,1740_69.0_3.5_3110_Jungfrauweg5_Münsingen,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/6051441,,
2.5,62.5,690,580,2740,Rue Industrielle 82,Moutier,0,True,True,True,True,False,False,False,False,True,11.04,276.0,25.0,False,False,False,690_62.5_2.5_2740_RueIndustrielle82_Moutier,https://www.immoscout24.ch/de/d/wohnung-mieten-moutier/6350279,,
4.5,87.0,890,730,2740,Rue Industrielle 88,Moutier,0,True,True,True,True,False,False,False,False,True,10.23,197.78,19.33,False,False,False,890_87.0_4.5_2740_RueIndustrielle88_Moutier,https://www.immoscout24.ch/de/d/wohnung-mieten-moutier/6350596,,
3.5,87.5,1190,1020,2502,Winkelstrasse 12,Biel/Bienne,0,False,True,True,True,False,False,False,False,True,13.6,340.0,25.0,False,False,False,1190_87.5_3.5_2502_Winkelstrasse12_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6275755,,
3.5,87.5,750,650,2742,No information,Perrefitte,0,False,False,False,False,False,False,False,False,False,8.57,214.29,25.0,False,False,False,750_87.5_3.5_2742_Noinformation_Perrefitte,https://www.immoscout24.ch/de/d/wohnung-mieten-perrefitte/6234145,,
2.0,40.0,840,700,3360,Zürichstrasse 12,Herzogenbuchsee,0,False,False,False,True,False,False,False,False,False,21.0,420.0,20.0,False,False,False,840_40.0_2.0_3360_Zürichstrasse12_Herzogenbuchsee,https://www.immoscout24.ch/de/d/wohnung-mieten-herzogenbuchsee/4838136,,
5.5,135.0,2470,2190,3627,Alpenstrasse 63,Heimberg,2022,True,False,True,False,False,True,False,True,True,18.3,449.09,24.55,True,False,False,2470_135.0_5.5_3627_Alpenstrasse63_Heimberg,https://www.immoscout24.ch/de/d/wohnung-mieten-heimberg/2504288,,
4.5,112.5,950,670,2710,Chemin de la Fiole 1,Tavannes,2019,True,False,False,False,False,False,False,False,False,8.44,211.11,25.0,False,False,False,950_112.5_4.5_2710_ChemindelaFiole1_Tavannes,https://www.immoscout24.ch/de/d/wohnung-mieten-tavannes/4817426,,
2.5,49.0,960,820,2504,Mettlenweg 33,Biel/Bienne,2020,False,False,False,True,False,False,False,False,False,19.59,384.0,19.6,False,False,False,960_49.0_2.5_2504_Mettlenweg33_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/5831282,,
4.5,112.5,1440,1210,4950,Allmendstrasse 3,Huttwil,0,True,False,False,False,False,False,False,False,False,12.8,320.0,25.0,True,False,False,1440_112.5_4.5_4950_Allmendstrasse3_Huttwil,https://www.immoscout24.ch/de/d/wohnung-mieten-huttwil/5584421,,
3.5,70.0,1290,1090,2503,Mattenstrasse 76,Biel/Bienne,0,False,False,False,False,False,False,False,False,True,18.43,368.57,20.0,True,False,False,1290_70.0_3.5_2503_Mattenstrasse76_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/3881696,,
5.5,130.0,1980,1700,2515,Chemin des Alouettes  10,Prêles,2003,True,False,False,True,False,False,False,False,False,15.23,360.0,23.64,True,False,False,1980_130.0_5.5_2515_ChemindesAlouettes10_Prêles,https://www.immoscout24.ch/de/d/wohnung-mieten-preles/5530109,,
3.0,60.0,1400,1150,2503,Rebenweg 33,Biel/Bienne,2016,True,False,False,True,True,False,True,False,True,23.33,466.67,20.0,False,False,False,1400_60.0_3.0_2503_Rebenweg33_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/5561534,,
2.5,62.5,930,810,4938,Mittelweg 23,Rohrbach,0,True,True,False,True,False,True,False,False,False,14.88,372.0,25.0,False,False,False,930_62.5_2.5_4938_Mittelweg23_Rohrbach,https://www.immoscout24.ch/de/d/wohnung-mieten-rohrbach/5257912,,
4.0,100.0,1550,1250,2710,Rue du Pont 4,Tavannes,0,True,False,True,False,False,False,False,False,False,15.5,387.5,25.0,False,False,False,1550_100.0_4.0_2710_RueduPont4_Tavannes,https://www.immoscout24.ch/de/d/wohnung-mieten-tavannes/4817403,,
3.0,65.0,1150,970,2503,Giessereigässli 22,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,17.69,383.33,21.67,True,False,False,1150_65.0_3.0_2503_Giessereigässli22_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/5060646,,
5.5,145.0,2020,1690,3400,Minderweg 9,Burgdorf,2019,True,False,False,False,False,False,False,False,True,13.93,367.27,26.36,False,False,False,2020_145.0_5.5_3400_Minderweg9_Burgdorf,https://www.immoscout24.ch/de/d/dachwohnung-mieten-burgdorf/4804086,,
4.0,95.0,1910,1590,3006,Giacomettistrasse 27 A,Bern,0,True,False,True,False,False,False,False,True,True,20.11,477.5,23.75,False,False,False,1910_95.0_4.0_3006_Giacomettistrasse27A_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/4689344,,
4.5,125.0,2290,2040,3626,Riedstrasse 48,Hünibach,2022,True,True,False,False,False,False,False,True,True,18.32,508.89,27.78,True,False,False,2290_125.0_4.5_3626_Riedstrasse48_Hünibach,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-huenibach/3804287,,
2.5,62.5,1650,1450,3006,Schildknechtstrasse,Bern,0,True,False,False,False,False,False,False,False,True,26.4,660.0,25.0,False,False,False,1650_62.5_2.5_3006_Schildknechtstrasse_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/1652826,,
3.5,95.0,2230,1950,3008,Murtenstrasse 143 F,Bern,0,True,False,False,False,False,True,False,True,False,23.47,637.14,27.14,False,True,False,2230_95.0_3.5_3008_Murtenstrasse143F_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7108560,,
3.5,131.0,3400,3100,3011,Postgasse 59,Bern,2012,False,False,True,False,False,False,False,True,False,25.95,971.43,37.43,True,False,False,3400_131.0_3.5_3011_Postgasse59_Bern,https://www.immoscout24.ch/de/d/terrassenwohnung-mieten-bern/7103438,,
2.0,72.0,2500,2300,3600,Obere Hauptgasse 87,Thun,2022,True,False,False,False,False,False,True,True,True,34.72,1250.0,36.0,False,True,False,2500_72.0_2.0_3600_ObereHauptgasse87_Thun,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7069316,,
3.5,88.0,2380,2100,3014,Flurstrasse 31,Bern,2018,True,False,False,False,False,False,False,True,True,27.05,680.0,25.14,False,True,False,2380_88.0_3.5_3014_Flurstrasse31_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7098327,,
2.5,58.0,1310,1140,2504,Narzissenweg 19,Biel/Bienne,2016,False,False,False,False,False,False,False,False,False,22.59,524.0,23.2,False,False,False,1310_58.0_2.5_2504_Narzissenweg19_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7108471,,
1.0,22.0,690,570,2502,Untergasse 45,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,31.36,690.0,22.0,False,False,False,690_22.0_1.0_2502_Untergasse45_Biel/Bienne,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7107678,https://www.homegate.ch/mieten/3001870646,
4.5,108.0,2290,1980,3110,Terrassenweg 22,Münsingen,0,True,False,False,False,False,False,False,True,False,21.2,508.89,24.0,True,True,False,2290_108.0_4.5_3110_Terrassenweg22_Münsingen,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7107654,,
3.5,89.0,1995,1800,2503,Schwanengasse 21 (Haus E),Biel/Bienne,2015,True,True,True,True,False,False,False,False,False,22.42,570.0,25.43,True,False,False,1995_89.0_3.5_2503_Schwanengasse21(HausE)_Biel/Bienne,https://www.immoscout24.ch/de/d/attikawohnung-mieten-biel-bienne/7104409,,
3.0,62.0,1190,1048,3048,Löchliweg 51,Worblaufen,1960,True,False,False,True,False,False,False,False,False,19.19,396.67,20.67,True,False,False,1190_62.0_3.0_3048_Löchliweg51_Worblaufen,https://www.immoscout24.ch/de/d/wohnung-mieten-worblaufen/7104157,,
3.5,87.5,1380,1225,3400,Nassi 15,Burgdorf,2016,True,False,False,False,False,False,False,True,True,15.77,394.29,25.0,False,False,False,1380_87.5_3.5_3400_Nassi15_Burgdorf,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7100808,,
3.5,87.5,1450,1295,3400,Nassi 11,Burgdorf,2016,True,False,False,False,False,False,False,True,True,16.57,414.29,25.0,False,False,False,1450_87.5_3.5_3400_Nassi11_Burgdorf,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7100800,,
4.5,127.0,3200,2950,3048,Schmiedeweg 10,Worblaufen,2022,True,False,True,False,False,False,False,False,False,25.2,711.11,28.22,False,False,False,3200_127.0_4.5_3048_Schmiedeweg10_Worblaufen,https://www.immoscout24.ch/de/d/wohnung-mieten-worblaufen/7096311,,
4.5,124.0,1890,1600,2554,Hauptstrasse 46,Meinisberg,2022,True,True,True,False,False,False,True,True,True,15.24,420.0,27.56,False,False,False,1890_124.0_4.5_2554_Hauptstrasse46_Meinisberg,https://www.immoscout24.ch/de/d/wohnung-mieten-meinisberg/7066819,,
4.5,131.0,2750,2300,3007,Seftigenstrasse 7,Bern,0,True,False,False,False,False,False,False,False,False,20.99,611.11,29.11,False,True,False,2750_131.0_4.5_3007_Seftigenstrasse7_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7108470,,
3.5,64.0,1430,1220,3027,Looslistrasse 43,Bern,1961,True,False,False,False,False,False,False,False,False,22.34,408.57,18.29,False,False,False,1430_64.0_3.5_3027_Looslistrasse43_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7108463,https://www.homegate.ch/mieten/3001871574,https://flatfox.ch/de/wohnung/looslistrasse-43-3027-bern/583354/
3.5,92.0,1790,1530,2543,Grotweg 25,Lengnau BE,2016,True,True,True,False,False,False,False,True,True,19.46,511.43,26.29,False,True,False,1790_92.0_3.5_2543_Grotweg25_LengnauBE,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/7108160,,
2.5,70.0,1870,1650,3014,Standstrasse 31,Bern,0,True,False,True,False,False,False,False,False,True,26.71,748.0,28.0,False,True,False,1870_70.0_2.5_3014_Standstrasse31_Bern,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/7107763,,
4.5,154.0,2385,2085,3173,Im Gschick 23,Oberwangen b. Bern,2008,True,False,True,True,False,False,False,True,True,15.49,530.0,34.22,True,False,True,2385_154.0_4.5_3173_ImGschick23_Oberwangenb.Bern,https://www.immoscout24.ch/de/d/dachwohnung-mieten-oberwangen-b-bern/7107738,,
4.5,177.0,2490,2220,3173,Im Gschick 43,Oberwangen b. Bern,2008,True,False,True,False,False,True,False,True,True,14.07,553.33,39.33,True,False,True,2490_177.0_4.5_3173_ImGschick43_Oberwangenb.Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-oberwangen-b-bern/7107731,,
2.0,66.0,1680,1500,3014,Standstrasse 29,Bern,0,True,False,False,False,False,False,False,False,True,25.45,840.0,33.0,False,True,False,1680_66.0_2.0_3014_Standstrasse29_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7107724,,
2.5,71.0,2580,2390,3011,Gerechtigkeitsgasse 54,Bern,2019,True,False,False,False,False,False,False,True,True,36.34,1032.0,28.4,False,True,False,2580_71.0_2.5_3011_Gerechtigkeitsgasse54_Bern,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7107376,,
3.5,120.0,2930,2750,3400,Bahnhofstrasse 53,Burgdorf,0,True,False,True,False,False,False,False,False,False,24.42,837.14,34.29,False,False,False,2930_120.0_3.5_3400_Bahnhofstrasse53_Burgdorf,https://www.immoscout24.ch/de/d/attikawohnung-mieten-burgdorf/7104452,https://www.homegate.ch/mieten/3001873398,
3.5,80.0,1940,1640,3052,Hübeliweg 5,Zollikofen,0,False,False,True,False,False,False,False,False,False,24.25,554.29,22.86,False,False,False,1940_80.0_3.5_3052_Hübeliweg5_Zollikofen,https://www.immoscout24.ch/de/d/wohnung-mieten-zollikofen/7103563,,
