rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_flatfox
4.0,70.0,1230,1020,4922,Buchiackerweg 2,Bützberg,1962,False,False,False,False,False,False,False,False,True,17.57,307.5,17.5,False,True,False,1230_70.0_4.0_4922_Buchiackerweg2_Bützberg,https://flatfox.ch/de/wohnung/buchiackerweg-2-4922-butzberg/384356/
3.5,78.0,1520,1250,3322,Dorniackerstrasse 2,Urtenen-Schönbühl,1981,True,False,False,False,False,False,False,False,True,19.49,434.29,22.29,False,True,False,1520_78.0_3.5_3322_Dorniackerstrasse2_Urtenen-Schönbühl,https://flatfox.ch/de/wohnung/dorniackerstrasse-2-3322-urtenen-schonbuhl/330060/
3.5,72.0,1690,1440,3097,Könizstrasse 257,Liebefeld,2016,True,True,False,False,False,False,False,False,False,23.47,482.86,20.57,False,True,False,1690_72.0_3.5_3097_Könizstrasse257_Liebefeld,https://flatfox.ch/de/wohnung/konizstrasse-257-3097-liebefeld/593717/
2.0,100.0,2100,1950,3011,Kramgasse 45,Bern,2021,False,False,False,False,False,False,False,False,False,21.0,1050.0,50.0,False,False,False,2100_100.0_2.0_3011_Kramgasse45_Bern,https://flatfox.ch/de/wohnung/kramgasse-45-3011-bern/525601/
4.0,81.0,1480,1260,4900,Grubenstrasse 43,Langenthal,2012,True,False,True,False,False,False,False,False,True,18.27,370.0,20.25,False,True,False,1480_81.0_4.0_4900_Grubenstrasse43_Langenthal,https://flatfox.ch/de/wohnung/grubenstrasse-43-4900-langenthal/546165/
2.5,99.0,2375,2100,3011,Aarbergergasse 57,Bern,0,False,False,False,False,False,False,False,False,True,23.99,950.0,39.6,False,True,False,2375_99.0_2.5_3011_Aarbergergasse57_Bern,https://flatfox.ch/de/wohnung/aarbergergasse-57-3011-bern/536440/
4.5,99.0,1655,1480,2557,Mattenweg 1,Studen BE,2015,True,True,False,False,False,False,False,False,False,16.72,367.78,22.0,False,False,False,1655_99.0_4.5_2557_Mattenweg1_Studen BE,https://flatfox.ch/de/wohnung/mattenweg-1-2557-studen-be/399347/
4.5,96.0,1795,1460,2504,Bürenstrasse 83,Biel/Bienne,2006,True,True,False,False,False,False,False,False,True,18.7,398.89,21.33,False,True,False,1795_96.0_4.5_2504_Bürenstrasse83_Biel/Bienne,https://flatfox.ch/de/wohnung/burenstrasse-83-2504-bielbienne/500894/
3.5,97.0,1870,1647,3600,Allmendstrasse,thun,0,True,False,True,True,False,True,False,True,False,19.28,534.29,27.71,False,False,False,1870_97.0_3.5_3600_Allmendstrasse_thun,https://flatfox.ch/de/wohnung/allmendstrasse-3600-thun/570385/
3.0,73.0,1390,1070,2502,Verresiusstrasse 16,Biel/Bienne,0,True,False,True,False,False,False,False,False,True,19.04,463.33,24.33,False,True,False,1390_73.0_3.0_2502_Verresiusstrasse16_Biel/Bienne,https://flatfox.ch/de/wohnung/verresiusstrasse-16-2502-bielbienne/329219/
5.5,102.0,1960,1620,3113,Hölzliackerstrasse 31,Rubigen,2019,True,True,True,False,False,False,False,False,True,19.22,356.36,18.55,False,True,False,1960_102.0_5.5_3113_Hölzliackerstrasse31_Rubigen,https://flatfox.ch/de/wohnung/holzliackerstrasse-31-3113-rubigen/575988/
3.5,75.0,1715,1511,3018,Mühledorfstrasse 25,Bern,2016,True,False,True,False,False,True,False,True,False,22.87,490.0,21.43,False,False,False,1715_75.0_3.5_3018_Mühledorfstrasse25_Bern,https://flatfox.ch/de/wohnung/muhledorfstrasse-25-3018-bern/600006/
3.5,81.0,1890,1650,3097,Wilkerstrasse 76,Liebefeld,2008,True,True,True,False,False,False,False,False,False,23.33,540.0,23.14,False,True,False,1890_81.0_3.5_3097_Wilkerstrasse76_Liebefeld,https://flatfox.ch/de/wohnung/wilkerstrasse-76-3097-liebefeld/602387/
2.5,59.0,1480,1300,3072,Blankweg 62,Ostermundigen,2017,True,False,True,False,False,False,False,False,True,25.08,592.0,23.6,False,True,False,1480_59.0_2.5_3072_Blankweg62_Ostermundigen,https://flatfox.ch/de/wohnung/blankweg-62-3072-ostermundigen/599647/
3.5,94.0,1790,1510,4914,St. Urbanstrasse 36,Roggwil,0,True,False,False,False,False,False,False,True,True,19.04,511.43,26.86,False,True,False,1790_94.0_3.5_4914_StUrbanstrasse36_Roggwil,https://flatfox.ch/de/wohnung/st-urbanstrasse-36-4914-roggwil/597583/
3.5,68.0,1200,1070,3250,Bielstr. 22,Lyss,0,True,False,False,True,False,False,False,False,False,17.65,342.86,19.43,False,False,False,1200_68.0_3.5_3250_Bielstr22_Lyss,https://flatfox.ch/de/wohnung/bielstr-22-3250-lyss/553472/
5.5,137.5,1570,1270,3512,Neuhausmattweg 3,Walkringen,0,True,False,False,False,False,False,False,False,False,11.42,285.45,25.0,False,False,False,1570_137.5_5.5_3512_Neuhausmattweg3_Walkringen,https://flatfox.ch/de/wohnung/neuhausmattweg-3-3512-walkringen/518432/
4.0,100.0,1480,1303,3006,No information,Bern,0,False,False,False,False,False,False,False,True,True,14.8,370.0,25.0,False,False,False,1480_100.0_4.0_3006_Noinformation_Bern,https://flatfox.ch/de/wohnung/3006-bern/599513/
4.5,112.0,2295,2015,3426,Utzenstorfstrasse 6,Aefligen,0,True,False,False,True,False,False,False,False,False,20.49,510.0,24.89,False,False,False,2295_112.0_4.5_3426_Utzenstorfstrasse6_Aefligen,https://flatfox.ch/de/wohnung/utzenstorfstrasse-6-3426-aefligen/556824/
3.5,73.0,1320,1100,4900,Lagerweg 8,Langenthal,2009,True,True,True,True,False,True,False,False,False,18.08,377.14,20.86,False,False,False,1320_73.0_3.5_4900_Lagerweg8_Langenthal,https://flatfox.ch/de/wohnung/lagerweg-8-4900-langenthal/600663/
3.5,98.0,1770,1520,2503,Alleestrasse 37a,Biel/Bienne,0,True,False,True,False,False,False,False,True,True,18.06,505.71,28.0,False,True,False,1770_98.0_3.5_2503_Alleestrasse37a_Biel/Bienne,https://flatfox.ch/de/wohnung/alleestrasse-37a-2503-bielbienne/601061/
5.5,106.0,1770,1470,4900,Waldhofstrasse 20,Langenthal,0,True,False,False,False,False,False,False,False,True,16.7,321.82,19.27,False,True,False,1770_106.0_5.5_4900_Waldhofstrasse20_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-20-4900-langenthal/170034/
3.0,90.0,2280,2280,3655,No information,Sigriswil,0,True,True,False,True,False,False,False,True,True,25.33,760.0,30.0,False,False,False,2280_90.0_3.0_3655_Noinformation_Sigriswil,https://flatfox.ch/de/wohnung/3655-sigriswil/603558/
3.5,70.0,1530,1320,3072,Gerbestrasse 9,Ostermundigen,0,True,True,False,True,False,False,False,True,False,21.86,437.14,20.0,False,False,False,1530_70.0_3.5_3072_Gerbestrasse9_Ostermundigen,https://flatfox.ch/de/wohnung/gerbestrasse-9-3072-ostermundigen/595270/
3.5,92.0,1740,1510,3250,Busswilstrasse 28 D,Lyss,0,True,False,True,False,True,True,False,True,True,18.91,497.14,26.29,False,False,False,1740_92.0_3.5_3250_Busswilstrasse28D_Lyss,https://flatfox.ch/de/wohnung/busswilstrasse-28-d-3250-lyss/594550/
3.0,72.0,1500,1300,3018,Wangenstrasse 96,Bern,1949,False,True,False,False,False,False,False,False,True,20.83,500.0,24.0,False,False,False,1500_72.0_3.0_3018_Wangenstrasse96_Bern,https://flatfox.ch/de/wohnung/wangenstrasse-96-3018-bern/551310/
2.0,46.0,1255,1055,3084,Kirchstrasse 156,Wabern,1965,True,False,False,False,False,False,False,False,False,27.28,627.5,23.0,False,True,False,1255_46.0_2.0_3084_Kirchstrasse156_Wabern,https://flatfox.ch/de/wohnung/kirchstrasse-156-3084-wabern/584876/
3.0,98.0,1390,1190,3126,Rohrmatt 26,Kaufdorf,1988,True,True,False,True,False,False,False,False,False,14.18,463.33,32.67,False,False,False,1390_98.0_3.0_3126_Rohrmatt26_Kaufdorf,https://flatfox.ch/de/wohnung/rohrmatt-26-3126-kaufdorf/477636/
1.0,23.0,880,770,3012,Muesmattstrasse 48,Bern,1955,False,False,False,False,False,False,False,False,False,38.26,880.0,23.0,False,True,False,880_23.0_1.0_3012_Muesmattstrasse48_Bern,https://flatfox.ch/de/wohnung/muesmattstrasse-48-3012-bern/582507/
3.0,75.0,1360,1160,3018,No information,Bern,0,True,True,False,False,False,False,False,False,False,18.13,453.33,25.0,False,False,False,1360_75.0_3.0_3018_Noinformation_Bern,https://flatfox.ch/de/wohnung/3018-bern/600965/
2.5,52.0,1370,1220,3072,Dr. Zuber-Strasse 2a,Ostermundigen,0,True,False,True,False,False,False,False,False,False,26.35,548.0,20.8,False,True,False,1370_52.0_2.5_3072_DrZuber-Strasse2a_Ostermundigen_1,https://flatfox.ch/de/wohnung/dr-zuber-strasse-2a-3072-ostermundigen/582818/
3.5,81.0,1870,1600,3067,Rämelgässli 80/82,Boll,2018,True,True,True,False,False,False,False,True,True,23.09,534.29,23.14,False,True,False,1870_81.0_3.5_3067_Rämelgässli80/82_Boll,https://flatfox.ch/de/wohnung/ramelgassli-8082-3067-boll/534626/
2.5,56.0,1800,1800,3007,No information,Bern,0,True,True,False,False,False,False,False,True,False,32.14,720.0,22.4,False,False,False,1800_56.0_2.5_3007_Noinformation_Bern,https://flatfox.ch/de/wohnung/3007-bern/603686/
1.5,42.0,1180,1060,3172,Papillonallee 9-21,Niederwangen b. Bern,2022,True,True,True,True,False,True,True,True,False,28.1,786.67,28.0,False,False,False,1180_42.0_1.5_3172_Papillonallee9-21_Niederwangen b. Bern,https://flatfox.ch/de/wohnung/papillonallee-9-21-3172-niederwangen-b-bern/530779/
4.0,90.0,1525,1285,4900,Waldhofstrasse 24,Langenthal,0,True,False,False,False,False,False,False,False,True,16.94,381.25,22.5,False,True,False,1525_90.0_4.0_4900_Waldhofstrasse24_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-24-4900-langenthal/601094/
4.5,95.0,2750,2400,3014,Morgartenstrasse 15,Bern,2022,True,False,True,False,False,False,False,False,False,28.95,611.11,21.11,False,True,False,2750_95.0_4.5_3014_Morgartenstrasse15_Bern_1,https://flatfox.ch/de/wohnung/morgartenstrasse-15-3014-bern/599949/
3.5,70.0,1200,1050,2543,Karl-Hiltyweg 9,Lengnau,1976,True,True,False,False,False,False,False,False,False,17.14,342.86,20.0,False,False,False,1200_70.0_3.5_2543_Karl-Hiltyweg9_Lengnau,https://flatfox.ch/de/wohnung/karl-hiltyweg-9-2543-lengnau/583262/
2.0,169.0,2140,1800,4900,Marktgasse 6,Langenthal,2008,False,True,True,False,False,False,False,False,True,12.66,1070.0,84.5,False,True,False,2140_169.0_2.0_4900_Marktgasse6_Langenthal,https://flatfox.ch/de/wohnung/marktgasse-6-4900-langenthal/603465/
2.5,22.0,1180,1050,4537,Nesplenweg 6,Wiedlisbach,0,True,False,False,True,False,False,False,True,False,53.64,472.0,8.8,False,False,False,1180_22.0_2.5_4537_Nesplenweg6_Wiedlisbach,https://flatfox.ch/de/wohnung/nesplenweg-6-4537-wiedlisbach/428964/
4.5,96.0,1790,1540,4914,St. Urbanstrasse 36,Roggwil,0,True,False,False,False,False,False,False,True,True,18.65,397.78,21.33,False,True,False,1790_96.0_4.5_4914_StUrbanstrasse36_Roggwil,https://flatfox.ch/de/wohnung/st-urbanstrasse-36-4914-roggwil/597654/
3.0,60.0,1290,1130,2504,Bürenstrasse 41,Biel/Bienne,2005,True,True,False,True,False,False,False,False,False,21.5,430.0,20.0,False,True,False,1290_60.0_3.0_2504_Bürenstrasse41_Biel/Bienne,https://flatfox.ch/de/wohnung/burenstrasse-41-2504-bielbienne/580492/
3.5,87.5,1980,1980,3012,No information,Bern,0,True,True,False,True,False,False,False,True,True,22.63,565.71,25.0,False,False,False,1980_87.5_3.5_3012_Noinformation_Bern,https://flatfox.ch/de/wohnung/3012-bern/603615/
2.5,75.0,2125,2125,3006,No information,Bern,0,True,True,False,True,False,False,False,True,True,28.33,850.0,30.0,False,False,False,2125_75.0_2.5_3006_Noinformation_Bern,https://flatfox.ch/de/wohnung/3006-bern/603810/
5.5,110.0,1760,1450,4900,Waldhofstrasse 32,Langenthal,0,True,False,False,False,False,False,False,False,True,16.0,320.0,20.0,False,True,False,1760_110.0_5.5_4900_Waldhofstrasse32_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-32-4900-langenthal/207843/
3.0,58.0,1230,930,3506,Talackerweg 21,Grosshöchstetten,2012,True,True,False,True,False,False,False,False,False,21.21,410.0,19.33,False,False,False,1230_58.0_3.0_3506_Talackerweg21_Grosshöchstetten,https://flatfox.ch/de/wohnung/talackerweg-21-3506-grosshochstetten/516528/
3.5,89.0,1740,1520,3008,Könizstrasse 27,Bern,1987,True,True,True,False,False,False,False,False,False,19.55,497.14,25.43,False,True,False,1740_89.0_3.5_3008_Könizstrasse27_Bern,https://flatfox.ch/de/wohnung/konizstrasse-27-3008-bern/596569/
1.5,36.0,935,855,3250,Aarbergstrasse 24,Lyss,2009,False,True,True,True,False,True,False,False,False,25.97,623.33,24.0,False,False,False,935_36.0_1.5_3250_Aarbergstrasse24_Lyss,https://flatfox.ch/de/wohnung/aarbergstrasse-24-3250-lyss/598740/
1.0,22.0,840,650,3014,Parkstrasse 11 A,Bern,1973,True,False,True,False,False,False,False,False,False,38.18,840.0,22.0,False,False,False,840_22.0_1.0_3014_Parkstrasse11A_Bern,https://flatfox.ch/de/wohnung/parkstrasse-11-a-3014-bern/593789/
2.0,53.0,1450,1280,3007,Blockweg 8,Bern,1983,True,True,False,False,False,False,False,False,False,27.36,725.0,26.5,False,True,False,1450_53.0_2.0_3007_Blockweg8_Bern,https://flatfox.ch/de/wohnung/blockweg-8-3007-bern/594104/
3.0,67.0,1490,1300,3052,Alpenstrasse 121,Zollikofen,0,False,True,False,False,False,False,False,False,True,22.24,496.67,22.33,False,True,False,1490_67.0_3.0_3052_Alpenstrasse121_Zollikofen,https://flatfox.ch/de/wohnung/alpenstrasse-121-3052-zollikofen/595223/
4.5,97.0,1530,1300,3533,Alte Hauptstrasse 2,Bowil,1890,True,True,False,True,False,False,False,True,False,15.77,340.0,21.56,False,False,False,1530_97.0_4.5_3533_AlteHauptstrasse2_Bowil,https://flatfox.ch/de/wohnung/alte-hauptstrasse-2-3533-bowil/579818/
2.0,48.0,1990,1990,3011,No information,Bern,0,False,True,True,False,False,False,False,True,True,41.46,995.0,24.0,False,False,False,1990_48.0_2.0_3011_Noinformation_Bern,https://flatfox.ch/de/wohnung/3011-bern/603607/
2.5,70.0,1560,1560,3098,No information,Schliern b. Köniz,0,True,True,True,True,False,False,False,True,True,22.29,624.0,28.0,False,False,False,1560_70.0_2.5_3098_Noinformation_Schliern b. Köniz,https://flatfox.ch/de/wohnung/3098-schliern-b-koniz/603671/
2.5,80.0,1501,1281,3250,Beundengasse 2,Lyss,2009,True,True,True,True,False,True,False,False,False,18.76,600.4,32.0,False,True,False,1501_80.0_2.5_3250_Beundengasse2_Lyss,https://flatfox.ch/de/wohnung/beundengasse-2-3250-lyss/543681/
3.5,124.0,1750,1390,3312,Solothurnstrasse 7,Fraubrunnen,0,True,False,False,False,False,False,False,False,True,14.11,500.0,35.43,False,True,False,1750_124.0_3.5_3312_Solothurnstrasse7_Fraubrunnen,https://flatfox.ch/de/wohnung/solothurnstrasse-7-3312-fraubrunnen/570044/
2.0,52.0,1390,1210,3012,Fabrikstrasse 29 B,Bern,1960,True,False,True,False,False,False,False,False,False,26.73,695.0,26.0,False,True,False,1390_52.0_2.0_3012_Fabrikstrasse29B_Bern,https://flatfox.ch/de/wohnung/fabrikstrasse-29-b-3012-bern/570149/
4.5,85.0,1395,1190,3360,Felderhofstr. 26,Herzogenbuchsee,2011,True,True,False,True,False,False,False,False,False,16.41,310.0,18.89,False,False,False,1395_85.0_4.5_3360_Felderhofstr26_Herzogenbuchsee,https://flatfox.ch/de/wohnung/felderhofstr-26-3360-herzogenbuchsee/503874/
2.0,55.0,1600,1400,3038,Nüchternweg 12,Kirchlindach,0,True,True,True,False,False,True,False,False,False,29.09,800.0,27.5,False,True,False,1600_55.0_2.0_3038_Nüchternweg12_Kirchlindach,https://flatfox.ch/de/wohnung/nuchternweg-12-3038-kirchlindach/555722/
3.5,70.0,1100,900,3292,No information,Busswil,0,True,True,True,True,False,False,False,True,False,15.71,314.29,20.0,False,False,False,1100_70.0_3.5_3292_Noinformation_Busswil,https://flatfox.ch/de/wohnung/3292-busswil/601785/
3.5,87.5,1390,1190,3145,Schwarzenburgstrasse 753,Niederscherli,0,True,False,False,True,False,False,False,False,True,15.89,397.14,25.0,False,True,False,1390_87.5_3.5_3145_Schwarzenburgstrasse753_Niederscherli_1,https://flatfox.ch/de/wohnung/schwarzenburgstrasse-753-3145-niederscherli/570013/
5.5,152.0,4600,4000,3084,Alpenstrasse 35,Wabern,0,True,False,True,False,False,True,False,True,False,30.26,836.36,27.64,False,True,False,4600_152.0_5.5_3084_Alpenstrasse35_Wabern,https://flatfox.ch/de/wohnung/alpenstrasse-35-3084-wabern/585664/
2.5,62.5,1500,1500,3018,No information,Bern,0,True,True,False,False,False,False,False,True,False,24.0,600.0,25.0,False,True,False,1500_62.5_2.5_3018_Noinformation_Bern,https://flatfox.ch/de/wohnung/3018-bern/603705/
2.0,40.0,755,580,2610,Rue du Midi 25,St-Imier,1957,False,False,False,False,False,False,False,False,False,18.88,377.5,20.0,False,False,False,755_40.0_2.0_2610_RueduMidi25_St-Imier,https://flatfox.ch/de/wohnung/rue-du-midi-25-2610-st-imier/585040/
2.5,62.5,2250,2000,3014,Elisabethenstrasse 10,Bern,0,True,False,False,False,False,False,False,True,False,36.0,900.0,25.0,False,False,False,2250_62.5_2.5_3014_Elisabethenstrasse10_Bern,https://flatfox.ch/de/wohnung/elisabethenstrasse-10-3014-bern/596922/
3.5,87.5,2863,2863,3013,No information,Bern,0,False,True,False,False,False,False,False,False,True,32.72,818.0,25.0,False,False,False,2863_87.5_3.5_3013_Noinformation_Bern,https://flatfox.ch/de/wohnung/3013-bern/603548/
5.5,110.0,1900,1650,3038,Im Färich 3,Kirchlindach,1986,False,False,False,False,False,False,False,False,False,17.27,345.45,20.0,False,False,False,1900_110.0_5.5_3038_ImFärich3_Kirchlindach,https://flatfox.ch/de/wohnung/im-farich-3-3038-kirchlindach/592636/
4.5,94.0,2000,1850,3084,Nesslerenweg 48,Wabern,2016,False,True,True,False,True,False,False,True,False,21.28,444.44,20.89,False,False,False,2000_94.0_4.5_3084_Nesslerenweg48_Wabern,https://flatfox.ch/de/wohnung/nesslerenweg-48-3084-wabern/596871/
3.5,87.5,1645,1385,3006,Libellenweg 28,Bern,1957,True,False,False,False,False,False,False,False,True,18.8,470.0,25.0,False,True,False,1645_87.5_3.5_3006_Libellenweg28_Bern,https://flatfox.ch/de/wohnung/libellenweg-28-3006-bern/602365/
4.5,104.0,2800,2560,3006,Bitziusstrasse 51,Bern,1937,True,False,False,True,False,False,False,True,True,26.92,622.22,23.11,False,False,False,2800_104.0_4.5_3006_Bitziusstrasse51_Bern,https://flatfox.ch/de/wohnung/bitziusstrasse-51-3006-bern/585338/
2.5,62.5,1931,1631,3007,Sulgeneckstrasse 38,Bern,1976,True,False,True,False,False,False,False,True,False,30.9,772.4,25.0,False,False,False,1931_62.5_2.5_3007_Sulgeneckstrasse38_Bern,https://flatfox.ch/de/wohnung/sulgeneckstrasse-38-3007-bern/588200/
2.5,66.0,1830,1612,3110,Jungfrauweg 6,Münsingen,2020,True,True,True,True,False,False,False,True,False,27.73,732.0,26.4,False,False,False,1830_66.0_2.5_3110_Jungfrauweg6_Münsingen,https://flatfox.ch/de/wohnung/jungfrauweg-6-3110-munsingen/601781/
3.0,59.0,1600,1450,3018,Mühledorfstrasse 4,Bern,2017,False,True,True,False,True,False,False,False,True,27.12,533.33,19.67,False,True,False,1600_59.0_3.0_3018_Mühledorfstrasse4_Bern,https://flatfox.ch/de/wohnung/muhledorfstrasse-4-3018-bern/602941/
1.0,38.0,760,620,2504,Bözingenstrasse 140,Biel/Bienne,1961,True,True,True,True,False,False,False,False,False,20.0,760.0,38.0,False,True,False,760_38.0_1.0_2504_Bözingenstrasse140_Biel/Bienne,https://flatfox.ch/de/wohnung/bozingenstrasse-140-2504-bielbienne/592466/
3.5,63.0,1110,900,2560,Bielstrasse 72,Nidau,0,True,False,True,False,False,False,False,False,False,17.62,317.14,18.0,False,True,False,1110_63.0_3.5_2560_Bielstrasse72_Nidau,https://flatfox.ch/de/wohnung/bielstrasse-72-2560-nidau/548217/
4.5,102.0,1820,1585,4922,Dammweg 5,Bützberg,2014,True,False,True,False,False,False,False,True,True,17.84,404.44,22.67,False,True,True,1820_102.0_4.5_4922_Dammweg5_Bützberg,https://flatfox.ch/de/wohnung/dammweg-5-4922-butzberg/536785/
2.5,55.0,1220,1050,4914,Nussbaumweg 1,Roggwil BE,2019,True,True,False,True,False,False,False,False,True,22.18,488.0,22.0,False,True,False,1220_55.0_2.5_4914_Nussbaumweg1_Roggwil BE,https://flatfox.ch/de/wohnung/nussbaumweg-1-4914-roggwil-be/584923/
6.0,150.0,4290,3790,3013,Lerberstrasse 30,Bern,0,True,False,True,False,False,False,False,True,False,28.6,715.0,25.0,False,True,False,4290_150.0_6.0_3013_Lerberstrasse30_Bern,https://flatfox.ch/de/wohnung/lerberstrasse-30-3013-bern/586819/
3.0,66.0,1490,1280,3098,Dorfbachstrasse 62,Köniz,1962,True,False,False,False,False,False,False,False,True,22.58,496.67,22.0,False,True,True,1490_66.0_3.0_3098_Dorfbachstrasse62_Köniz,https://flatfox.ch/de/wohnung/dorfbachstrasse-62-3098-koniz/593746/
3.0,69.0,1580,1380,3097,Wabersackerstr. 79,Liebefeld,1947,True,True,False,True,False,False,False,False,True,22.9,526.67,23.0,False,False,False,1580_69.0_3.0_3097_Wabersackerstr79_Liebefeld,https://flatfox.ch/de/wohnung/wabersackerstr-79-3097-liebefeld/554219/
3.0,70.0,2099,2099,3007,No information,Bern,0,True,True,False,True,False,False,False,True,True,29.99,699.67,23.33,False,False,False,2099_70.0_3.0_3007_Noinformation_Bern,https://flatfox.ch/de/wohnung/3007-bern/603586/
4.5,93.0,2110,1840,3068,Diessenberg 10,Utzigen,0,True,True,True,False,False,False,False,True,False,22.69,468.89,20.67,False,False,False,2110_93.0_4.5_3068_Diessenberg10_Utzigen,https://flatfox.ch/de/wohnung/diessenberg-10-3068-utzigen/577434/
3.5,85.0,2190,1980,3250,Hirschenplatz 10,Lyss,2022,True,False,True,True,False,True,False,True,False,25.76,625.71,24.29,False,True,False,2190_85.0_3.5_3250_Hirschenplatz10_Lyss,https://flatfox.ch/de/wohnung/hirschenplatz-10-3250-lyss/510731/
4.5,105.0,1930,1630,3052,Alpenstrasse 103,Zollikofen,0,True,True,False,False,False,False,False,False,True,18.38,428.89,23.33,False,True,False,1930_105.0_4.5_3052_Alpenstrasse103_Zollikofen,https://flatfox.ch/de/wohnung/alpenstrasse-103-3052-zollikofen/595205/
3.5,74.0,1160,930,2603,Rue des Ruaux 3,Péry,0,False,False,False,False,False,False,False,False,False,15.68,331.43,21.14,False,False,False,1160_74.0_3.5_2603_RuedesRuaux3_Péry,https://flatfox.ch/de/wohnung/rue-des-ruaux-3-2603-pery/597652/
3.5,87.5,1880,1656,3007,No information,Bern,0,True,False,False,False,False,False,False,True,False,21.49,537.14,25.0,False,False,False,1880_87.5_3.5_3007_Noinformation_Bern,https://flatfox.ch/de/wohnung/3007-bern/593887/
5.5,130.0,3125,3125,3037,No information,Herrenschwanden,0,True,True,False,True,False,False,True,True,True,24.04,568.18,23.64,False,False,False,3125_130.0_5.5_3037_Noinformation_Herrenschwanden,https://flatfox.ch/de/wohnung/3037-herrenschwanden/603799/
2.0,58.0,1700,1497,3012,Sennweg 3,Bern,2017,True,False,True,False,False,False,False,True,True,29.31,850.0,29.0,False,True,False,1700_58.0_2.0_3012_Sennweg3_Bern,https://flatfox.ch/de/wohnung/sennweg-3-3012-bern/603155/
3.5,75.0,1510,1250,3018,Weidgasse 10,Bern,0,True,False,False,False,False,False,False,False,False,20.13,431.43,21.43,False,True,False,1510_75.0_3.5_3018_Weidgasse10_Bern,https://flatfox.ch/de/wohnung/weidgasse-10-3018-bern/570096/
2.5,56.0,1902,1762,3013,Viktoriastr. 21 (Süd),Bern,0,False,False,False,True,True,False,False,False,True,33.96,760.8,22.4,False,True,False,1902_56.0_2.5_3013_Viktoriastr21(Süd)_Bern,https://flatfox.ch/de/wohnung/viktoriastr-21-sud-3013-bern/591861/
1.5,60.0,1500,1500,3656,No information,Aeschlen ob Gunten,0,True,True,False,True,False,False,False,True,False,25.0,1000.0,40.0,False,False,False,1500_60.0_1.5_3656_Noinformation_Aeschlen ob Gunten,https://flatfox.ch/de/wohnung/3656-aeschlen-ob-gunten/603790/
1.5,24.0,2310,2035,3014,Trüsselstrasse 4,Bern,2020,True,True,True,False,False,True,False,True,True,96.25,1540.0,16.0,False,False,False,2310_24.0_1.5_3014_Trüsselstrasse4_Bern,https://flatfox.ch/de/wohnung/trusselstrasse-4-3014-bern/331670/
4.5,174.0,2690,2300,3063,Jurastrasse 35,Ittigen,1988,True,False,True,False,False,False,False,True,True,15.46,597.78,38.67,False,True,False,2690_174.0_4.5_3063_Jurastrasse35_Ittigen,https://flatfox.ch/de/wohnung/jurastrasse-35-3063-ittigen/497697/
3.5,50.0,1580,1200,3008,Bahnstrasse 99,Bern,2005,True,True,True,False,False,True,False,True,True,31.6,451.43,14.29,False,False,False,1580_50.0_3.5_3008_Bahnstrasse99_Bern,https://flatfox.ch/de/wohnung/bahnstrasse-99-3008-bern/589513/
2.0,50.0,1730,1524,3006,Friedlistrasse 16,Bern,0,True,False,False,True,False,False,False,True,False,34.6,865.0,25.0,False,True,False,1730_50.0_2.0_3006_Friedlistrasse16_Bern,https://flatfox.ch/de/wohnung/friedlistrasse-16-3006-bern/601970/
1.5,37.0,1280,1130,3012,Brückfeldstr. 19,Bern,1976,True,True,True,False,False,False,False,False,False,34.59,853.33,24.67,False,True,False,1280_37.0_1.5_3012_Brückfeldstr19_Bern,https://flatfox.ch/de/wohnung/bruckfeldstr-19-3012-bern/602418/
4.5,100.0,2100,1850,3075,Dorfstrasse 5,Rüfenacht BE,2007,True,True,False,False,False,False,False,False,True,21.0,466.67,22.22,False,True,False,2100_100.0_4.5_3075_Dorfstrasse5_Rüfenacht BE,https://flatfox.ch/de/wohnung/dorfstrasse-5-3075-rufenacht-be/582644/
2.5,45.0,1211,1021,3074,Thunstrasse 192,Muri b. Bern,1968,True,False,True,False,False,False,False,False,True,26.91,484.4,18.0,False,True,False,1211_45.0_2.5_3074_Thunstrasse192_Muri b. Bern,https://flatfox.ch/de/wohnung/thunstrasse-192-3074-muri-b-bern/570138/
1.5,37.5,800,704,3097,Steinhöltzliweg 11,Liebefeld,0,False,False,False,False,False,False,False,True,False,21.33,533.33,25.0,False,False,False,800_37.5_1.5_3097_Steinhöltzliweg11_Liebefeld,https://flatfox.ch/de/wohnung/steinholtzliweg-11-3097-liebefeld/589713/
4.5,89.0,1700,1450,3072,Wiesenstrasse 62,Ostermundigen,0,True,False,False,False,False,False,False,False,True,19.1,377.78,19.78,False,True,False,1700_89.0_4.5_3072_Wiesenstrasse62_Ostermundigen,https://flatfox.ch/de/wohnung/wiesenstrasse-62-3072-ostermundigen/537838/
3.5,80.0,2700,2500,3006,Lombachweg 13,Bern,2019,True,False,False,False,False,False,False,True,True,33.75,771.43,22.86,False,True,False,2700_80.0_3.5_3006_Lombachweg13_Bern,https://flatfox.ch/de/wohnung/lombachweg-13-3006-bern/599588/
