rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_flatfox
3.5,83.0,1650,1400,3270,Bernstrasse 16,Aarberg,0,True,False,True,False,False,True,False,False,True,19.88,471.43,23.71,False,True,False,1650_83.0_3.5_3270_Bernstrasse16_Aarberg,https://flatfox.ch/de/wohnung/bernstrasse-16-3270-aarberg/598680/
3.5,64.0,1460,1260,3072,Pappelweg 8,Ostermundigen,2001,True,False,False,False,False,False,False,False,True,22.81,417.14,18.29,False,True,False,1460_64.0_3.5_3072_Pappelweg8_Ostermundigen,https://flatfox.ch/de/wohnung/pappelweg-8-3072-ostermundigen/525093/
2.5,62.5,2050,1870,3063,untere Zollgasse 135,Ittigen,0,True,False,True,True,True,False,False,False,True,32.8,820.0,25.0,False,True,False,2050_62.5_2.5_3063_untereZollgasse135_Ittigen,https://flatfox.ch/de/wohnung/untere-zollgasse-135-3063-ittigen/572032/
2.5,50.0,1430,1240,3013,Lagerweg 4,Bern,1938,True,True,False,False,False,False,False,False,False,28.6,572.0,20.0,False,True,False,1430_50.0_2.5_3013_Lagerweg4_Bern,https://flatfox.ch/de/wohnung/lagerweg-4-3013-bern/557248/
1.0,25.0,760,660,3013,Randweg 15,Bern,0,False,False,True,True,False,False,False,False,False,30.4,760.0,25.0,False,False,False,760_25.0_1.0_3013_Randweg15_Bern,https://flatfox.ch/de/wohnung/randweg-15-3013-bern/601742/
4.5,92.0,1680,1400,3312,Rückimattweg 14,Fraubrunnen,0,True,True,False,False,False,False,False,False,True,18.26,373.33,20.44,False,True,False,1680_92.0_4.5_3312_Rückimattweg14_Fraubrunnen,https://flatfox.ch/de/wohnung/ruckimattweg-14-3312-fraubrunnen/482854/
3.5,76.0,1390,1180,4900,Waldhofstrasse 36,Langenthal,0,True,False,False,False,False,False,False,False,True,18.29,397.14,21.71,False,True,False,1390_76.0_3.5_4900_Waldhofstrasse36_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-36-4900-langenthal/513536/
4.5,157.0,3700,3400,3110,Bernstrasse 6,Münsingen,2022,True,False,True,True,False,False,False,True,False,23.57,822.22,34.89,False,False,False,3700_157.0_4.5_3110_Bernstrasse6_Münsingen,https://flatfox.ch/de/wohnung/bernstrasse-6-3110-munsingen/559272/
3.5,76.0,1690,1440,3007,Eigerstrasse 68,Bern,0,True,False,False,False,False,False,False,False,True,22.24,482.86,21.71,False,True,False,1690_76.0_3.5_3007_Eigerstrasse68_Bern,https://flatfox.ch/de/wohnung/eigerstrasse-68-3007-bern/602057/
2.5,52.0,1350,1050,3098,Feldeggstrasse 24,Köniz,1945,True,False,False,False,False,False,False,False,True,25.96,540.0,20.8,False,True,True,1350_52.0_2.5_3098_Feldeggstrasse24_Köniz,https://flatfox.ch/de/wohnung/feldeggstrasse-24-3098-koniz/593763/
3.5,83.0,1400,1110,3550,Hansenstrasse 16,Langnau i. E.,0,True,False,False,False,False,False,False,False,True,16.87,400.0,23.71,False,True,False,1400_83.0_3.5_3550_Hansenstrasse16_Langnau i. E.,https://flatfox.ch/de/wohnung/hansenstrasse-16-3550-langnau-i-e/546664/
3.5,85.0,1630,1380,3063,Jurastrasse 31,Ittigen,1987,True,False,False,False,False,False,False,False,True,19.18,465.71,24.29,False,True,False,1630_85.0_3.5_3063_Jurastrasse31_Ittigen,https://flatfox.ch/de/wohnung/jurastrasse-31-3063-ittigen/467983/
4.5,80.0,1376,1166,2554,Buchenweg 1,Bettlach,0,True,True,False,False,False,False,False,False,True,17.2,305.78,17.78,False,True,False,1376_80.0_4.5_2554_Buchenweg1_Bettlach,https://flatfox.ch/de/wohnung/buchenweg-1-2554-bettlach/538774/
2.5,58.0,1670,1520,3013,Viktoriastr. 21 (Süd),Bern,0,True,False,False,True,True,False,False,False,True,28.79,668.0,23.2,False,True,False,1670_58.0_2.5_3013_Viktoriastr21(Süd)_Bern,https://flatfox.ch/de/wohnung/viktoriastr-21-sud-3013-bern/603089/
3.5,87.5,1470,1220,3048,Lindenhofstrasse 22,Worblaufen,0,True,False,False,False,False,False,False,False,True,16.8,420.0,25.0,False,True,False,1470_87.5_3.5_3048_Lindenhofstrasse22_Worblaufen,https://flatfox.ch/de/wohnung/lindenhofstrasse-22-3048-worblaufen/579678/
3.5,91.0,1870,1620,2563,Ipsachstrasse 7,Ipsach,2013,True,True,True,False,False,False,False,False,True,20.55,534.29,26.0,False,True,False,1870_91.0_3.5_2563_Ipsachstrasse7_Ipsach,https://flatfox.ch/de/wohnung/ipsachstrasse-7-2563-ipsach/487522/
2.5,62.5,930,819,3027,Gäbelbachstrasse 47,Bern,0,True,False,True,False,False,False,False,True,True,14.88,372.0,25.0,False,False,False,930_62.5_2.5_3027_Gäbelbachstrasse47_Bern,https://flatfox.ch/de/wohnung/gabelbachstrasse-47-3027-bern/592590/
4.5,112.5,1350,1140,4900,Rumiweg 43,Langenthal,0,True,True,False,False,False,False,False,False,True,12.0,300.0,25.0,False,True,False,1350_112.5_4.5_4900_Rumiweg43_Langenthal,https://flatfox.ch/de/wohnung/rumiweg-43-4900-langenthal/594721/
3.5,70.0,1690,1420,3110,Bahnhofplatz 1a,Münsingen,2014,True,True,True,False,False,False,False,True,False,24.14,482.86,20.0,False,True,False,1690_70.0_3.5_3110_Bahnhofplatz1a_Münsingen,https://flatfox.ch/de/wohnung/bahnhofplatz-1a-3110-munsingen/570651/
2.5,103.0,1935,1700,3013,Spitalackerstrasse 21,Bern,0,True,True,False,False,False,False,False,False,True,18.79,774.0,41.2,False,False,False,1935_103.0_2.5_3013_Spitalackerstrasse21_Bern,https://flatfox.ch/de/wohnung/spitalackerstrasse-21-3013-bern/600614/
2.5,61.0,1585,1400,3007,Friedeckweg 8,Bern,1929,True,False,False,False,False,False,False,False,True,25.98,634.0,24.4,False,True,False,1585_61.0_2.5_3007_Friedeckweg8_Bern,https://flatfox.ch/de/wohnung/friedeckweg-8-3007-bern/597990/
2.5,53.0,1090,990,3380,Vorstadt 28,Wangen an der Aare,0,False,False,False,False,False,False,False,False,True,20.57,436.0,21.2,False,True,False,1090_53.0_2.5_3380_Vorstadt28_Wangen an der Aare,https://flatfox.ch/de/wohnung/vorstadt-28-3380-wangen-an-der-aare/571794/
3.5,70.0,1881,1657,3006,Ostring 62,Bern,0,True,True,False,False,False,False,False,False,False,26.87,537.43,20.0,False,False,False,1881_70.0_3.5_3006_Ostring62_Bern,https://flatfox.ch/de/wohnung/ostring-62-3006-bern/600985/
1.0,30.0,1560,1560,3006,No information,Bern,0,True,True,True,True,False,False,False,True,False,52.0,1560.0,30.0,False,False,False,1560_30.0_1.0_3006_Noinformation_Bern,https://flatfox.ch/de/wohnung/3006-bern/603575/
5.5,109.0,1910,1580,2503,Brüggstrasse 83,Biel/Bienne,2011,True,True,True,False,False,False,False,False,True,17.52,347.27,19.82,False,True,False,1910_109.0_5.5_2503_Brüggstrasse83_Biel/Bienne,https://flatfox.ch/de/wohnung/bruggstrasse-83-2503-bielbienne/590124/
2.5,62.5,1080,900,2502,No information,Biel,0,True,True,False,False,False,False,False,True,False,17.28,432.0,25.0,False,False,False,1080_62.5_2.5_2502_Noinformation_Biel,https://flatfox.ch/de/wohnung/2502-biel/601648/
2.0,56.0,1450,1320,3014,Wylerstrasse 71,Bern,1934,True,False,True,False,False,False,False,False,True,25.89,725.0,28.0,False,False,False,1450_56.0_2.0_3014_Wylerstrasse71_Bern,https://flatfox.ch/de/wohnung/wylerstrasse-71-3014-bern/570356/
2.5,58.0,1320,1140,2558,Grenzstrasse 14 (Haus G),Aegerten,2016,True,True,True,False,False,False,False,True,True,22.76,528.0,23.2,False,False,False,1320_58.0_2.5_2558_Grenzstrasse14(HausG)_Aegerten,https://flatfox.ch/de/wohnung/grenzstrasse-14-haus-g-2558-aegerten/599836/
4.5,89.0,1690,1420,3604,von May-Strasse 2,Thun,0,True,False,False,False,False,False,False,False,True,18.99,375.56,19.78,False,True,True,1690_89.0_4.5_3604_vonMay-Strasse2_Thun,https://flatfox.ch/de/wohnung/von-may-strasse-2-3604-thun/582094/
5.5,110.0,1770,1470,4900,Waldhofstrasse 32,Langenthal,0,False,False,False,False,False,False,False,False,True,16.09,321.82,20.0,False,True,False,1770_110.0_5.5_4900_Waldhofstrasse32_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-32-4900-langenthal/501111/
4.0,114.0,2820,2820,3011,No information,Bern,0,True,True,True,True,False,True,False,True,True,24.74,705.0,28.5,False,False,False,2820_114.0_4.0_3011_Noinformation_Bern,https://flatfox.ch/de/wohnung/3011-bern/603624/
3.0,75.0,1470,1250,3072,Bernstrasse 136,Ostermundigen,0,True,False,False,False,False,False,False,False,True,19.6,490.0,25.0,False,True,True,1470_75.0_3.0_3072_Bernstrasse136_Ostermundigen,https://flatfox.ch/de/wohnung/bernstrasse-136-3072-ostermundigen/600794/
2.5,70.0,920,810,2610,No information,St-Imier,2020,False,True,False,True,False,False,False,False,False,13.14,368.0,28.0,False,False,False,920_70.0_2.5_2610_Noinformation_St-Imier,https://flatfox.ch/de/wohnung/2610-st-imier/597424/
3.5,86.0,2120,1870,3027,Riedbachstrasse 82,Bern,2013,True,True,True,False,True,False,False,True,True,24.65,605.71,24.57,False,True,False,2120_86.0_3.5_3027_Riedbachstrasse82_Bern,https://flatfox.ch/de/wohnung/riedbachstrasse-82-3027-bern/602650/
3.5,71.0,1740,1530,3072,Bernstrasse 121,Ostermundigen,0,False,False,True,False,False,False,False,False,False,24.51,497.14,20.29,False,True,False,1740_71.0_3.5_3072_Bernstrasse121_Ostermundigen,https://flatfox.ch/de/wohnung/bernstrasse-121-3072-ostermundigen/582820/
3.5,87.5,1881,1681,3006,Ostring 62,Bern,2021,True,True,False,False,False,False,False,False,True,21.5,537.43,25.0,False,True,False,1881_87.5_3.5_3006_Ostring62_Bern,https://flatfox.ch/de/wohnung/ostring-62-3006-bern/596568/
3.5,87.5,1230,1000,3552,Bäraustrasse 82,Bärau,2015,True,True,False,True,False,False,False,True,False,14.06,351.43,25.0,False,False,False,1230_87.5_3.5_3552_Bäraustrasse82_Bärau,https://flatfox.ch/de/wohnung/baraustrasse-82-3552-barau/570897/
4.5,112.5,1820,1490,3172,Brüggbühlstrasse 45,Niederwangen b. Bern,1986,True,False,True,False,False,False,False,False,True,16.18,404.44,25.0,False,True,False,1820_112.5_4.5_3172_Brüggbühlstrasse45_Niederwangen b. Bern,https://flatfox.ch/de/wohnung/bruggbuhlstrasse-45-3172-niederwangen-b-bern/570594/
3.5,60.0,1950,1700,3012,Beaulieustrasse 47,Bern,2017,True,True,False,False,False,False,False,False,False,32.5,557.14,17.14,False,True,False,1950_60.0_3.5_3012_Beaulieustrasse47_Bern,https://flatfox.ch/de/wohnung/beaulieustrasse-47-3012-bern/602225/
4.5,111.0,2450,300,3202,Matte 7,Frauenkappelen,2021,True,True,True,True,False,False,False,True,False,22.07,544.44,24.67,False,False,False,2450_111.0_4.5_3202_Matte7_Frauenkappelen,https://flatfox.ch/de/wohnung/matte-7-3202-frauenkappelen/525603/
3.5,70.0,1710,1510,3068,Diessenberg 14,Utzigen,0,True,True,True,False,False,False,False,True,False,24.43,488.57,20.0,False,False,False,1710_70.0_3.5_3068_Diessenberg14_Utzigen,https://flatfox.ch/de/wohnung/diessenberg-14-3068-utzigen/584123/
3.5,81.0,1462,1162,3072,Forelstr. 46,Ostermundigen,1978,True,True,True,False,False,False,False,False,False,18.05,417.71,23.14,False,True,False,1462_81.0_3.5_3072_Forelstr46_Ostermundigen,https://flatfox.ch/de/wohnung/forelstr-46-3072-ostermundigen/592688/
3.0,75.0,1330,1171,2502,No information,Bienne,0,False,True,False,False,False,False,False,False,False,17.73,443.33,25.0,False,False,False,1330_75.0_3.0_2502_Noinformation_Bienne,https://flatfox.ch/de/wohnung/2502-bienne/546093/
4.5,112.5,1790,1500,3076,Neufeldstrasse 22,Worb,2011,True,True,False,True,False,False,False,False,False,15.91,397.78,25.0,False,True,False,1790_112.5_4.5_3076_Neufeldstrasse22_Worb,https://flatfox.ch/de/wohnung/neufeldstrasse-22-3076-worb/554653/
2.5,49.0,1640,1500,3097,Schwarzenburgstr. 73 / Geb. A,Liebefeld,1947,False,True,False,True,False,False,False,False,True,33.47,656.0,19.6,False,True,False,1640_49.0_2.5_3097_Schwarzenburgstr73/GebA_Liebefeld,https://flatfox.ch/de/wohnung/schwarzenburgstr-73-geb-a-3097-liebefeld/548449/
3.5,86.0,1700,1497,3322,No information,Schönbühl,0,True,True,True,True,False,True,False,False,False,19.77,485.71,24.57,False,False,False,1700_86.0_3.5_3322_Noinformation_Schönbühl,https://flatfox.ch/de/wohnung/3322-schonbuhl/597353/
3.0,70.0,2820,2820,3011,No information,Bern,0,False,True,True,True,False,False,False,True,True,40.29,940.0,23.33,False,True,False,2820_70.0_3.0_3011_Noinformation_Bern,https://flatfox.ch/de/wohnung/3011-bern/603721/
2.0,47.0,1250,1050,3006,Ostring 77,Bern,1945,False,True,False,False,False,False,False,False,True,26.6,625.0,23.5,False,False,False,1250_47.0_2.0_3006_Ostring77_Bern_1,https://flatfox.ch/de/wohnung/ostring-77-3006-bern/602729/
1.0,30.0,730,650,2520,Avenue des Collonges 12,La Neuveville,1970,False,False,False,False,False,False,False,False,False,24.33,730.0,30.0,False,False,False,730_30.0_1.0_2520_AvenuedesCollonges12_La Neuveville,https://flatfox.ch/de/wohnung/avenue-des-collonges-12-2520-la-neuveville/441441/
4.5,89.0,1630,1450,4950,Sonneggstrasse 2,Huttwil,2017,True,False,True,False,False,False,False,False,True,18.31,362.22,19.78,False,False,False,1630_89.0_4.5_4950_Sonneggstrasse2_Huttwil,https://flatfox.ch/de/wohnung/sonneggstrasse-2-4950-huttwil/583669/
5.5,119.0,2295,1960,3032,Kappelenring 26d,Hinterkappelen,1979,True,True,False,False,False,False,False,False,True,19.29,417.27,21.64,False,True,False,2295_119.0_5.5_3032_Kappelenring26d_Hinterkappelen,https://flatfox.ch/de/wohnung/kappelenring-26d-3032-hinterkappelen/600186/
3.5,85.0,1755,1475,3072,Unterdorfstr. 45,Ostermundigen,1981,True,True,True,False,False,False,False,False,True,20.65,501.43,24.29,False,True,True,1755_85.0_3.5_3072_Unterdorfstr45_Ostermundigen,https://flatfox.ch/de/wohnung/unterdorfstr-45-3072-ostermundigen/592698/
4.0,97.0,1690,1270,2502,Verresiusstrasse 16,Biel/Bienne,0,True,False,True,False,False,False,False,False,True,17.42,422.5,24.25,False,True,False,1690_97.0_4.0_2502_Verresiusstrasse16_Biel/Bienne,https://flatfox.ch/de/wohnung/verresiusstrasse-16-2502-bielbienne/329220/
3.5,68.0,1260,1060,4912,Schmidtenweg 9,Aarwangen,0,True,False,True,False,False,False,False,False,False,18.53,360.0,19.43,False,False,False,1260_68.0_3.5_4912_Schmidtenweg9_Aarwangen,https://flatfox.ch/de/wohnung/schmidtenweg-9-4912-aarwangen/586451/
3.0,75.0,1650,1380,3008,Monreposweg 12,Bern,0,True,False,False,False,False,False,False,False,True,22.0,550.0,25.0,False,True,False,1650_75.0_3.0_3008_Monreposweg12_Bern,https://flatfox.ch/de/wohnung/monreposweg-12-3008-bern/573164/
4.0,74.0,1300,1050,3400,Steinhofstr. 53,Burgdorf,1963,True,True,False,True,False,False,False,False,False,17.57,325.0,18.5,False,True,False,1300_74.0_4.0_3400_Steinhofstr53_Burgdorf,https://flatfox.ch/de/wohnung/steinhofstr-53-3400-burgdorf/597836/
4.0,100.0,1680,1400,3414,Schwandgasse 26,Oberburg,0,True,False,False,False,False,False,False,False,False,16.8,420.0,25.0,False,True,False,1680_100.0_4.0_3414_Schwandgasse26_Oberburg,https://flatfox.ch/de/wohnung/schwandgasse-26-3414-oberburg/570106/
3.0,75.0,1700,1497,3073,Moosstrasse 15,Gümligen,0,True,False,True,True,False,False,False,True,True,22.67,566.67,25.0,False,False,False,1700_75.0_3.0_3073_Moosstrasse15_Gümligen,https://flatfox.ch/de/wohnung/moosstrasse-15-3073-gumligen/593515/
5.5,162.0,2635,2335,3074,Thunstrasse 188,Muri,0,True,False,True,True,False,False,False,False,True,16.27,479.09,29.45,False,False,False,2635_162.0_5.5_3074_Thunstrasse188_Muri,https://flatfox.ch/de/wohnung/thunstrasse-188-3074-muri/532433/
4.5,106.0,1970,1730,3296,Spismattweg 13,Arch,0,True,False,True,False,False,True,True,False,False,18.58,437.78,23.56,False,True,True,1970_106.0_4.5_3296_Spismattweg13_Arch,https://flatfox.ch/de/wohnung/spismattweg-13-3296-arch/586209/
4.5,112.5,1140,920,4950,Ibachstrasse 10,Huttwil,0,True,True,False,False,False,False,False,False,False,10.13,253.33,25.0,False,True,False,1140_112.5_4.5_4950_Ibachstrasse10_Huttwil,https://flatfox.ch/de/wohnung/ibachstrasse-10-4950-huttwil/600109/
3.0,61.0,1490,1250,3600,Pestalozzistrasse 85b,Thun,1964,True,True,False,False,False,False,False,False,False,24.43,496.67,20.33,False,False,False,1490_61.0_3.0_3600_Pestalozzistrasse85b_Thun,https://flatfox.ch/de/wohnung/pestalozzistrasse-85b-3600-thun/593944/
3.5,80.0,1580,1360,2502,Waffengasse 4,Biel/Bienne,1998,True,True,True,False,False,False,False,False,True,19.75,451.43,22.86,False,True,False,1580_80.0_3.5_2502_Waffengasse4_Biel/Bienne,https://flatfox.ch/de/wohnung/waffengasse-4-2502-bielbienne/593265/
2.5,42.0,1310,1180,2504,Länggasse 9,Biel,0,True,True,True,False,False,False,False,False,True,31.19,524.0,16.8,False,False,False,1310_42.0_2.5_2504_Länggasse9_Biel,https://flatfox.ch/de/wohnung/langgasse-9-2504-biel/587858/
3.5,90.0,2575,2345,2502,Jakob-Stämpfli-Strasse 118a,Biel/Bienne,0,True,False,True,False,True,True,False,True,True,28.61,735.71,25.71,False,False,False,2575_90.0_3.5_2502_Jakob-Stämpfli-Strasse118a_Biel/Bienne,https://flatfox.ch/de/wohnung/jakob-stampfli-strasse-118a-2502-bielbienne/595413/
1.5,45.0,800,700,3550,No information,Langnau i.E.,0,False,False,False,True,False,False,False,True,False,17.78,533.33,30.0,False,False,False,800_45.0_1.5_3550_Noinformation_Langnau i.E.,https://flatfox.ch/de/wohnung/3550-langnau-ie/559464/
2.0,50.0,500,440,3006,No information,bern,0,False,False,False,False,False,False,False,False,False,10.0,250.0,25.0,False,False,False,500_50.0_2.0_3006_Noinformation_bern,https://flatfox.ch/de/wohnung/3006-bern/593573/
4.0,100.0,1230,1000,4900,Südstrasse 33A,Langenthal,0,True,False,False,False,False,False,False,False,False,12.3,307.5,25.0,False,False,False,1230_100.0_4.0_4900_Südstrasse33A_Langenthal,https://flatfox.ch/de/wohnung/sudstrasse-33a-4900-langenthal/544746/
4.5,76.0,1350,1080,4900,Thunstettenstrasse 44,Langenthal,0,True,False,False,False,False,False,False,False,True,17.76,300.0,16.89,False,True,True,1350_76.0_4.5_4900_Thunstettenstrasse44_Langenthal,https://flatfox.ch/de/wohnung/thunstettenstrasse-44-4900-langenthal/601088/
3.5,87.0,1620,1400,3063,Talgut-Zentrum 14,Ittigen,1988,True,False,True,False,False,False,False,False,True,18.62,462.86,24.86,False,False,False,1620_87.0_3.5_3063_Talgut-Zentrum14_Ittigen,https://flatfox.ch/de/wohnung/talgut-zentrum-14-3063-ittigen/555547/
4.5,96.0,1700,1430,3072,Unterdorfstrasse 25,Ostermundigen,1983,True,False,True,False,False,False,False,False,True,17.71,377.78,21.33,False,True,False,1700_96.0_4.5_3072_Unterdorfstrasse25_Ostermundigen,https://flatfox.ch/de/wohnung/unterdorfstrasse-25-3072-ostermundigen/600303/
1.0,27.0,950,850,3072,Blankweg 24,Ostermundigen,2016,True,True,True,True,False,False,False,False,True,35.19,950.0,27.0,False,False,False,950_27.0_1.0_3072_Blankweg24_Ostermundigen,https://flatfox.ch/de/wohnung/blankweg-24-3072-ostermundigen/590957/
4.5,89.0,1520,1210,3312,Solothurnstrasse 7,Fraubrunnen,0,True,False,False,False,False,False,False,False,True,17.08,337.78,19.78,False,True,False,1520_89.0_4.5_3312_Solothurnstrasse7_Fraubrunnen,https://flatfox.ch/de/wohnung/solothurnstrasse-7-3312-fraubrunnen/570045/
2.5,60.0,1430,1200,3004,Reichenbachstrasse 120,Bern,0,False,False,True,False,False,False,False,False,False,23.83,572.0,24.0,False,True,False,1430_60.0_2.5_3004_Reichenbachstrasse120_Bern,https://flatfox.ch/de/wohnung/reichenbachstrasse-120-3004-bern/597645/
3.5,75.0,1090,910,4922,Buchiackerweg 8,Bützberg,0,True,False,False,True,False,False,False,False,False,14.53,311.43,21.43,False,False,False,1090_75.0_3.5_4922_Buchiackerweg8_Bützberg,https://flatfox.ch/de/wohnung/buchiackerweg-8-4922-butzberg/532737/
3.5,116.0,1990,1700,4914,Brennofenstrasse 13,Roggwil BE,2014,True,False,True,False,True,False,False,True,True,17.16,568.57,33.14,False,False,False,1990_116.0_3.5_4914_Brennofenstrasse13_Roggwil BE,https://flatfox.ch/de/wohnung/brennofenstrasse-13-4914-roggwil-be/554687/
2.5,62.5,1140,1004,3296,Moosweg 4B,Arch,0,True,True,False,False,False,False,False,True,False,18.24,456.0,25.0,False,False,False,1140_62.5_2.5_3296_Moosweg4B_Arch,https://flatfox.ch/de/wohnung/moosweg-4b-3296-arch/601486/
3.5,68.0,1810,1360,3098,Tulpenweg 102,Köniz,1975,False,False,False,False,False,True,False,False,False,26.62,517.14,19.43,False,False,False,1810_68.0_3.5_3098_Tulpenweg102_Köniz,https://flatfox.ch/de/wohnung/tulpenweg-102-3098-koniz/598152/
2.5,50.0,997,817,4900,Thunstettenstrasse 48,Langenthal,0,True,False,False,True,False,False,False,False,True,19.94,398.8,20.0,False,True,False,997_50.0_2.5_4900_Thunstettenstrasse48_Langenthal,https://flatfox.ch/de/wohnung/thunstettenstrasse-48-4900-langenthal/513508/
2.5,58.0,1470,1260,3067,Kernstrasse 6,Boll,2015,True,False,False,False,False,False,False,True,True,25.34,588.0,23.2,False,True,False,1470_58.0_2.5_3067_Kernstrasse6_Boll,https://flatfox.ch/de/wohnung/kernstrasse-6-3067-boll/590954/
3.0,59.0,1350,1130,3007,Zwinglistrasse 2,Bern,1958,True,True,False,True,False,False,False,False,False,22.88,450.0,19.67,False,False,False,1350_59.0_3.0_3007_Zwinglistrasse2_Bern,https://flatfox.ch/de/wohnung/zwinglistrasse-2-3007-bern/598150/
3.5,95.0,2490,2490,3011,No information,Bern,0,False,True,False,False,False,False,False,True,False,26.21,711.43,27.14,False,False,False,2490_95.0_3.5_3011_Noinformation_Bern,https://flatfox.ch/de/wohnung/3011-bern/603763/
1.0,25.0,800,704,3011,Brunngasse 50,Bern,2019,False,False,False,False,False,False,False,False,False,32.0,800.0,25.0,False,False,False,800_25.0_1.0_3011_Brunngasse50_Bern,https://flatfox.ch/de/wohnung/brunngasse-50-3011-bern/589795/
1.5,40.0,1100,950,3072,Dr. Zuber-Strasse 2a,Ostermundigen,0,False,False,True,False,False,False,False,False,False,27.5,733.33,26.67,False,True,False,1100_40.0_1.5_3072_DrZuber-Strasse2a_Ostermundigen,https://flatfox.ch/de/wohnung/dr-zuber-strasse-2a-3072-ostermundigen/603462/
2.5,68.0,1180,1030,2503,Alfred-Aebi-Strasse 92,Biel/Bienne,2016,False,True,False,False,False,False,False,False,False,17.35,472.0,27.2,False,True,False,1180_68.0_2.5_2503_Alfred-Aebi-Strasse92_Biel/Bienne,https://flatfox.ch/de/wohnung/alfred-aebi-strasse-92-2503-bielbienne/554376/
3.5,87.5,2200,1950,3270,No information,Aarberg,0,True,True,False,True,False,False,False,True,False,25.14,628.57,25.0,False,False,False,2200_87.5_3.5_3270_Noinformation_Aarberg,https://flatfox.ch/de/wohnung/3270-aarberg/587586/
3.0,75.0,1150,1000,4900,Bützbergstrasse 91,Langenthal,0,True,True,False,True,False,False,False,False,False,15.33,383.33,25.0,False,False,False,1150_75.0_3.0_4900_Bützbergstrasse91_Langenthal,https://flatfox.ch/de/wohnung/butzbergstrasse-91-4900-langenthal/596734/
4.5,80.0,1310,1140,3422,Hauptstrasse 2a,Alchenflüh,2017,True,True,False,False,False,False,False,False,True,16.38,291.11,17.78,False,True,False,1310_80.0_4.5_3422_Hauptstrasse2a_Alchenflüh,https://flatfox.ch/de/wohnung/hauptstrasse-2a-3422-alchenfluh/493743/
2.5,80.0,1600,1409,3011,No information,Bern,0,False,False,False,False,False,False,False,False,False,20.0,640.0,32.0,False,False,False,1600_80.0_2.5_3011_Noinformation_Bern,https://flatfox.ch/de/wohnung/3011-bern/602608/
1.5,37.5,850,720,3552,Bäraustrasse 85,Bärau,2016,False,True,False,False,False,False,False,True,False,22.67,566.67,25.0,False,False,False,850_37.5_1.5_3552_Bäraustrasse85_Bärau,https://flatfox.ch/de/wohnung/baraustrasse-85-3552-barau/570892/
1.0,30.0,1536,1536,3006,No information,Bern,0,True,True,False,True,False,False,False,True,False,51.2,1536.0,30.0,False,True,False,1536_30.0_1.0_3006_Noinformation_Bern,https://flatfox.ch/de/wohnung/3006-bern/603742/
3.0,75.0,1400,1200,3097,Könizstrasse 197,Liebefeld,0,True,False,False,True,False,False,False,False,False,18.67,466.67,25.0,False,True,False,1400_75.0_3.0_3097_Könizstrasse197_Liebefeld,https://flatfox.ch/de/wohnung/konizstrasse-197-3097-liebefeld/602400/
2.5,62.0,1360,1180,4914,Oberer Freiburgweg 27,Roggwil BE,2019,True,True,True,True,True,False,True,False,False,21.94,544.0,24.8,False,False,False,1360_62.0_2.5_4914_ObererFreiburgweg27_Roggwil BE,https://flatfox.ch/de/wohnung/oberer-freiburgweg-27-4914-roggwil-be/591155/
3.5,100.0,1900,2200,3800,No information,Unterseen,0,True,True,False,True,False,False,False,False,False,19.0,542.86,28.57,False,False,False,1900_100.0_3.5_3800_Noinformation_Unterseen,https://flatfox.ch/de/wohnung/3800-unterseen/596345/
2.5,73.0,1525,1325,3006,Gantrischstrasse 8,Bern,2003,False,True,False,False,False,False,False,False,True,20.89,610.0,29.2,False,True,False,1525_73.0_2.5_3006_Gantrischstrasse8_Bern,https://flatfox.ch/de/wohnung/gantrischstrasse-8-3006-bern/524814/
3.5,70.0,1480,1303,3145,Käsereistrasse 9,Niederscherli,0,True,False,False,True,False,False,False,False,False,21.14,422.86,20.0,False,False,False,1480_70.0_3.5_3145_Käsereistrasse9_Niederscherli,https://flatfox.ch/de/wohnung/kasereistrasse-9-3145-niederscherli/586978/
2.0,60.0,1465,1345,3011,Münstergasse 55,Bern,0,False,False,False,False,False,False,False,True,True,24.42,732.5,30.0,False,True,False,1465_60.0_2.0_3011_Münstergasse55_Bern,https://flatfox.ch/de/wohnung/munstergasse-55-3011-bern/591288/
2.5,110.0,1970,1735,3252,Unterworbenstr. 4,Worben,2016,True,True,False,True,False,False,False,True,True,17.91,788.0,44.0,False,True,False,1970_110.0_2.5_3252_Unterworbenstr4_Worben,https://flatfox.ch/de/wohnung/unterworbenstr-4-3252-worben/590904/
2.5,62.5,1445,1273,3027,Bümplizstrasse,bern,0,True,False,False,False,False,False,False,True,False,23.12,578.0,25.0,False,False,False,1445_62.5_2.5_3027_Bümplizstrasse_bern,https://flatfox.ch/de/wohnung/bumplizstrasse-3027-bern/586448/
3.0,65.0,960,750,2610,Rue de la Clef 39,St-Imier,1960,False,False,False,False,False,False,False,False,False,14.77,320.0,21.67,False,False,False,960_65.0_3.0_2610_RuedelaClef39_St-Imier,https://flatfox.ch/de/wohnung/rue-de-la-clef-39-2610-st-imier/534151/
