rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_homegate
2.0,58.0,1740,1550,0,Murtenstrasse 1,Bern,1933,False,False,True,False,False,False,False,False,False,30.0,870.0,29.0,False,False,False,1740_58.0_2.0_0_Murtenstrasse1_Bern,https://www.homegate.ch/mieten/3001780783
3.0,0.0,1800,1800,0,Forsthausweg,Bern,0,True,False,False,False,False,False,False,False,False,0.0,600.0,0.0,False,False,False,1800_0.0_3.0_0_Forsthausweg_Bern,https://www.homegate.ch/mieten/3001858077
3.5,0.0,2150,1950,0,Freiburgstrasse 176,Bern,2022,False,False,True,False,False,False,False,True,False,0.0,614.29,0.0,False,False,False,2150_0.0_3.5_0_Freiburgstrasse176_Bern,https://www.homegate.ch/mieten/3001835107
3.5,95.0,2230,1950,0,Murtenstrasse 143 F,Bern,0,True,False,False,False,False,False,False,True,False,23.47,637.14,27.14,False,False,False,2230_95.0_3.5_0_Murtenstrasse143F_Bern,https://www.homegate.ch/mieten/3001871848
2.5,88.0,2230,2010,0,Effingerstrasse 41d,Bern,0,False,True,False,False,False,False,False,False,False,25.34,892.0,35.2,False,False,False,2230_88.0_2.5_0_Effingerstrasse41d_Bern,https://www.homegate.ch/mieten/3001720032
3.5,90.0,2360,2090,0,No information,Bern,0,False,False,True,True,False,False,False,False,False,26.22,674.29,25.71,False,False,False,2360_90.0_3.5_0_Noinformation_Bern,https://www.homegate.ch/mieten/3001862619
3.5,118.0,2990,2720,0,Effingerstrasse 41d,Bern,0,False,True,False,False,False,False,False,False,False,25.34,854.29,33.71,False,False,False,2990_118.0_3.5_0_Effingerstrasse41d_Bern,https://www.homegate.ch/mieten/3001720029
2.0,0.0,3020,3020,0,Könizstrasse 74,Bern,0,False,True,True,False,False,False,False,False,False,0.0,1510.0,0.0,False,False,False,3020_0.0_2.0_0_Könizstrasse74_Bern,https://www.homegate.ch/mieten/3001493453
4.5,192.0,4740,4390,0,Effingerstrasse 41d,Bern,0,False,True,False,False,False,False,False,False,False,24.69,1053.33,42.67,False,False,False,4740_192.0_4.5_0_Effingerstrasse41d_Bern,https://www.homegate.ch/mieten/3001720028
2.0,46.0,1480,1340,0,Gerechtigkeitsgasse 35,Bern,0,False,False,True,False,False,False,False,True,False,32.17,740.0,23.0,False,False,False,1480_46.0_2.0_0_Gerechtigkeitsgasse35_Bern,https://www.homegate.ch/mieten/3001847164
2.0,25.0,1520,1300,0,Schauplatzgasse 29,Bern,0,True,False,True,False,False,False,False,False,False,60.8,760.0,12.5,False,False,False,1520_25.0_2.0_0_Schauplatzgasse29_Bern,https://www.homegate.ch/mieten/3001869706
1.5,38.0,1700,1550,0,Kramgasse 74,Bern,0,True,False,True,False,False,False,False,False,False,44.74,1133.33,25.33,False,False,False,1700_38.0_1.5_0_Kramgasse74_Bern,https://www.homegate.ch/mieten/3001811147
2.0,0.0,1790,1520,0,Aarbergergasse 52,Bern,0,False,False,False,False,False,False,False,False,False,0.0,895.0,0.0,False,False,False,1790_0.0_2.0_0_Aarbergergasse52_Bern,https://www.homegate.ch/mieten/3001651859
3.5,0.0,1850,1850,0,Kramgasse 76,Bern,0,False,False,True,False,False,False,False,False,False,0.0,528.57,0.0,False,False,False,1850_0.0_3.5_0_Kramgasse76_Bern,https://www.homegate.ch/mieten/3001819230
3.0,73.0,1890,1690,0,Rathausgasse 12,Bern,1800,False,False,False,False,False,False,False,True,False,25.89,630.0,24.33,False,False,False,1890_73.0_3.0_0_Rathausgasse12_Bern,https://www.homegate.ch/mieten/3001849448
2.5,78.0,1905,1655,0,Schwanengasse 5/7,Bern,1903,True,False,False,False,False,False,False,True,False,24.42,762.0,31.2,False,False,False,1905_78.0_2.5_0_Schwanengasse5/7_Bern,https://www.homegate.ch/mieten/3001764620
2.5,75.0,1940,1770,0,No information,Bern,0,False,False,False,False,False,False,False,False,False,25.87,776.0,30.0,False,False,False,1940_75.0_2.5_0_Noinformation_Bern,https://www.homegate.ch/mieten/3001860556
3.0,0.0,2150,1980,0,Kramgasse 15,Bern,1513,False,False,False,False,False,False,False,False,False,0.0,716.67,0.0,False,False,False,2150_0.0_3.0_0_Kramgasse15_Bern,https://www.homegate.ch/mieten/3001817587
2.5,67.0,2150,2000,0,Herrengasse 8,Bern,0,True,True,True,False,False,False,False,True,False,32.09,860.0,26.8,False,False,False,2150_67.0_2.5_0_Herrengasse8_Bern,https://www.homegate.ch/mieten/3001788870
2.0,65.0,2185,1885,0,Zeughausgasse 27,Wohnungen,1927,False,False,True,False,False,False,False,True,False,33.62,1092.5,32.5,False,False,False,2185_65.0_2.0_0_Zeughausgasse27_Wohnungen,https://www.homegate.ch/mieten/3001867225
2.0,68.0,2330,2150,0,Marktgasse 17,Bern,1731,True,False,False,False,False,False,False,False,False,34.26,1165.0,34.0,False,False,False,2330_68.0_2.0_0_Marktgasse17_Bern,https://www.homegate.ch/mieten/3001754970
2.5,99.0,2375,2100,0,Aarbergergasse 57,Bern,0,False,False,False,False,False,False,False,False,False,23.99,950.0,39.6,False,False,False,2375_99.0_2.5_0_Aarbergergasse57_Bern,https://www.homegate.ch/mieten/3001640948
2.5,70.0,2445,2295,0,Rathausgasse 64,Bern,2019,False,True,True,False,False,False,False,True,False,34.93,978.0,28.0,False,False,False,2445_70.0_2.5_0_Rathausgasse64_Bern,https://www.homegate.ch/mieten/3001721691
3.5,107.0,2570,2370,0,Hirschengraben 6,Bern,0,True,True,True,False,False,False,False,False,False,24.02,734.29,30.57,False,False,False,2570_107.0_3.5_0_Hirschengraben6_Bern,https://www.homegate.ch/mieten/3001773202
3.5,118.0,3390,3050,0,Kornhausplatz 7,Bern,0,False,False,True,False,False,False,False,False,False,28.73,968.57,33.71,False,False,False,3390_118.0_3.5_0_Kornhausplatz7_Bern,https://www.homegate.ch/mieten/3001537693
3.5,131.0,3400,3100,0,Postgasse 59,Bern,2012,False,False,True,False,False,False,False,True,False,25.95,971.43,37.43,False,False,False,3400_131.0_3.5_0_Postgasse59_Bern,https://www.homegate.ch/mieten/3001863824
4.5,116.0,3840,3420,0,Junkerngasse 58,Bern,2014,False,False,True,False,False,False,False,False,False,33.1,853.33,25.78,False,False,False,3840_116.0_4.5_0_Junkerngasse58_Bern,https://www.homegate.ch/mieten/3001244011
1.0,23.0,880,770,0,Muesmattstrasse 48,Bern,1955,False,False,False,False,False,False,False,False,False,38.26,880.0,23.0,False,False,False,880_23.0_1.0_0_Muesmattstrasse48_Bern,https://www.homegate.ch/mieten/3001784677
1.0,20.0,880,770,0,Muesmattstrasse 48,Bern,1955,False,False,False,False,False,False,False,False,False,44.0,880.0,20.0,False,False,False,880_20.0_1.0_0_Muesmattstrasse48_Bern,https://www.homegate.ch/mieten/3001842108
1.5,23.0,1040,1040,0,Forstweg 40,Bern,0,True,False,True,True,False,False,False,False,False,45.22,693.33,15.33,False,False,False,1040_23.0_1.5_0_Forstweg40_Bern,https://www.homegate.ch/mieten/3001832520
1.0,0.0,1130,1025,0,Mittelstrasse 32,Bern,0,False,False,True,False,False,False,False,False,False,0.0,1130.0,0.0,False,False,False,1130_0.0_1.0_0_Mittelstrasse32_Bern,https://www.homegate.ch/mieten/3001828579
1.5,37.0,1280,1130,0,Brückfeldstr. 19,Bern,1976,True,True,True,False,False,False,False,False,False,34.59,853.33,24.67,False,False,False,1280_37.0_1.5_0_Brückfeldstr.19_Bern,https://www.homegate.ch/mieten/3001855902
1.5,23.0,45,1350,0,Forstweg 40,Bern,0,True,False,True,True,False,False,False,False,False,1.96,30.0,15.33,False,False,False,45_23.0_1.5_0_Forstweg40_Bern,https://www.homegate.ch/mieten/3001821237
2.0,52.0,1390,1210,0,Fabrikstrasse 29 B,Bern,1960,True,False,True,False,False,False,False,False,False,26.73,695.0,26.0,False,False,False,1390_52.0_2.0_0_Fabrikstrasse29B_Bern,https://www.homegate.ch/mieten/3001744745
2.5,0.0,1450,1200,0,Seidenweg 5,Bern,0,False,False,True,False,False,False,False,False,False,0.0,580.0,0.0,False,False,False,1450_0.0_2.5_0_Seidenweg5_Bern,https://www.homegate.ch/mieten/3001857933
2.0,0.0,1470,1300,0,Sahlistrasse 46,Bern,0,True,False,False,False,False,False,False,False,False,0.0,735.0,0.0,False,False,False,1470_0.0_2.0_0_Sahlistrasse46_Bern,https://www.homegate.ch/mieten/3001819471
2.0,45.0,1470,1300,0,Aebistrasse 15,Bern,0,False,False,False,False,False,False,False,False,False,32.67,735.0,22.5,False,False,False,1470_45.0_2.0_0_Aebistrasse15_Bern,https://www.homegate.ch/mieten/3001870405
2.5,54.0,1550,1350,0,Berchtoldstrasse 49,Bern,1991,True,True,False,True,False,False,False,False,False,28.7,620.0,21.6,False,False,False,1550_54.0_2.5_0_Berchtoldstrasse49_Bern,https://www.homegate.ch/mieten/3001859823
3.5,0.0,1580,1400,0,Fabrikstrasse 41,Bern,0,True,False,False,False,False,False,False,False,False,0.0,451.43,0.0,False,False,False,1580_0.0_3.5_0_Fabrikstrasse41_Bern,https://www.homegate.ch/mieten/3001861961
2.5,0.0,1590,1450,0,Falkenweg 8,Bern,0,True,False,False,False,False,False,False,False,False,0.0,636.0,0.0,False,False,False,1590_0.0_2.5_0_Falkenweg8_Bern,https://www.homegate.ch/mieten/3001733076
1.5,43.0,1795,1645,0,Niesenweg 1,Bern,0,True,True,True,False,False,False,False,False,False,41.74,1196.67,28.67,False,False,False,1795_43.0_1.5_0_Niesenweg1_Bern,https://www.homegate.ch/mieten/3000802714
3.0,65.0,1800,1500,0,Hallerstrasse 31a,Bern,1910,False,False,True,False,False,False,False,True,False,27.69,600.0,21.67,False,False,False,1800_65.0_3.0_0_Hallerstrasse31a_Bern,https://www.homegate.ch/mieten/3001845783
3.5,77.0,2420,2200,0,Mittelstrasse 40/42,Bern,2018,True,True,True,False,False,False,False,False,False,31.43,691.43,22.0,False,False,False,2420_77.0_3.5_0_Mittelstrasse40/42_Bern,https://www.homegate.ch/mieten/3001838702
3.5,74.0,2680,2450,0,Bierhübeliweg 33,Bern,2016,True,True,True,False,False,False,False,False,False,36.22,765.71,21.14,False,False,False,2680_74.0_3.5_0_Bierhübeliweg33_Bern,https://www.homegate.ch/mieten/3001855569
4.5,136.0,3200,2910,0,Sennweg 4,Bern,1964,True,True,True,False,False,False,False,False,False,23.53,711.11,30.22,False,False,False,3200_136.0_4.5_0_Sennweg4_Bern,https://www.homegate.ch/mieten/3001871407
10.5,0.0,0,0,0,Zähringerstrasse 4,Bern,0,False,False,False,False,False,False,False,False,False,,0.0,0.0,False,False,False,0_0.0_10.5_0_Zähringerstrasse4_Bern,https://www.homegate.ch/mieten/3001807360
1.0,0.0,760,630,0,Römerweg 1,Bern,0,False,False,True,False,False,False,False,False,False,0.0,760.0,0.0,False,False,False,760_0.0_1.0_0_Römerweg1_Bern,https://www.homegate.ch/mieten/3001833468
1.0,26.0,930,800,0,Waldhöheweg 1,Bern,0,False,False,False,False,False,False,False,False,False,35.77,930.0,26.0,False,False,False,930_26.0_1.0_0_Waldhöheweg1_Bern,https://www.homegate.ch/mieten/3001854531
1.0,28.0,1090,980,0,Altenbergstrasse 22,Bern,1969,False,False,True,False,False,False,False,False,False,38.93,1090.0,28.0,False,False,False,1090_28.0_1.0_0_Altenbergstrasse22_Bern,https://www.homegate.ch/mieten/3001870129
1.5,50.0,1290,1150,0,Greyerzstrasse 19,Bern,1912,False,False,True,False,False,False,False,False,False,25.8,860.0,33.33,False,False,False,1290_50.0_1.5_0_Greyerzstrasse19_Bern,https://www.homegate.ch/mieten/3001857199
2.5,50.0,1430,1240,0,Lagerweg 4,Bern,1938,True,True,False,False,False,False,False,False,False,28.6,572.0,20.0,False,False,False,1430_50.0_2.5_0_Lagerweg4_Bern,https://www.homegate.ch/mieten/3001725575
2.0,55.0,1445,1250,0,Papiermühlestr. 2 B,Bern,1948,True,True,False,False,False,False,False,False,False,26.27,722.5,27.5,False,False,False,1445_55.0_2.0_0_Papiermühlestr.2B_Bern,https://www.homegate.ch/mieten/3001867488
2.5,0.0,1575,1360,0,Greyerzstrasse 47,Bern,1925,False,False,True,False,False,False,False,False,False,0.0,630.0,0.0,False,False,False,1575_0.0_2.5_0_Greyerzstrasse47_Bern,https://www.homegate.ch/mieten/3001851132
3.0,60.0,1590,1390,0,Kasernenstrasse 11a,Bern,1970,False,False,False,False,False,False,False,False,False,26.5,530.0,20.0,False,False,False,1590_60.0_3.0_0_Kasernenstrasse11a_Bern,https://www.homegate.ch/mieten/3001837266
3.5,99.0,1600,1600,0,43 Viktoriastrasse,Bern,0,True,False,True,False,False,False,False,False,False,16.16,457.14,28.29,False,False,False,1600_99.0_3.5_0_43Viktoriastrasse_Bern,https://www.homegate.ch/mieten/3001862621
2.5,58.0,1670,1520,0,Viktoriastr. 21 (Süd),Bern,0,False,False,False,True,False,False,False,False,False,28.79,668.0,23.2,False,False,False,1670_58.0_2.5_0_Viktoriastr.21(Süd)_Bern,https://www.homegate.ch/mieten/3001866915
2.5,58.0,1690,1450,0,Altenbergstrasse 80,Bern,1961,True,False,False,False,False,False,False,False,False,29.14,676.0,23.2,False,False,False,1690_58.0_2.5_0_Altenbergstrasse80_Bern,https://www.homegate.ch/mieten/3001752919
3.5,75.0,1720,1460,0,Papiermühlestr. 2 B,Bern,1948,True,True,False,False,False,False,False,False,False,22.93,491.43,21.43,False,False,False,1720_75.0_3.5_0_Papiermühlestr.2B_Bern,https://www.homegate.ch/mieten/3001867490
3.0,70.0,1780,1600,0,Jurastrasse 17,Bern,1934,True,False,True,False,False,False,False,False,False,25.43,593.33,23.33,False,False,False,1780_70.0_3.0_0_Jurastrasse17_Bern,https://www.homegate.ch/mieten/3001759118
2.5,103.0,1935,1700,0,Spitalackerstrasse 21,Bern,0,False,True,False,False,False,False,False,False,False,18.79,774.0,41.2,False,False,False,1935_103.0_2.5_0_Spitalackerstrasse21_Bern,https://www.homegate.ch/mieten/3001852151
3.5,75.0,1990,1720,0,Breitenrainstrasse 27,Bern,0,False,False,True,False,False,False,False,False,False,26.53,568.57,21.43,False,False,False,1990_75.0_3.5_0_Breitenrainstrasse27_Bern,https://www.homegate.ch/mieten/3001744808
3.5,70.0,1995,1805,0,Schönburgstrasse 19,Bern,1974,True,True,True,False,False,False,False,False,False,28.5,570.0,20.0,False,False,False,1995_70.0_3.5_0_Schönburgstrasse19_Bern,https://www.homegate.ch/mieten/3001694408
4.0,90.0,2245,1930,0,Hildanusstrasse 18,Bern,0,True,True,True,False,False,False,False,False,False,24.94,561.25,22.5,False,False,False,2245_90.0_4.0_0_Hildanusstrasse18_Bern,https://www.homegate.ch/mieten/3001817065
1.0,24.0,840,650,0,Parkstrasse 11 A,Bern,1973,True,False,False,False,False,False,False,False,False,35.0,840.0,24.0,False,False,False,840_24.0_1.0_0_Parkstrasse11A_Bern,https://www.homegate.ch/mieten/3001862695
1.0,21.0,880,750,0,Parkstrasse 9,Bern,1980,False,False,True,False,False,False,False,False,False,41.9,880.0,21.0,False,False,False,880_21.0_1.0_0_Parkstrasse9_Bern,https://www.homegate.ch/mieten/3001850305
2.5,0.0,1350,1160,0,Birkenweg 48,Bern,0,False,False,False,False,False,False,False,False,False,0.0,540.0,0.0,False,False,False,1350_0.0_2.5_0_Birkenweg48_Bern,https://www.homegate.ch/mieten/3001670443
2.0,50.0,1360,1170,0,Haldenstrasse 143,Bern,0,True,False,True,False,False,False,False,False,False,27.2,680.0,25.0,False,False,False,1360_50.0_2.0_0_Haldenstrasse143_Bern,https://www.homegate.ch/mieten/3001820700
2.0,41.0,1440,1280,0,Breitfeldstrasse 42,Bern,1940,False,False,False,False,False,False,False,False,False,35.12,720.0,20.5,False,False,False,1440_41.0_2.0_0_Breitfeldstrasse42_Bern,https://www.homegate.ch/mieten/3001700637
2.0,44.0,1440,1280,0,Breitfeldstrasse 42,Bern,1940,True,False,False,False,False,False,False,False,False,32.73,720.0,22.0,False,False,False,1440_44.0_2.0_0_Breitfeldstrasse42_Bern,https://www.homegate.ch/mieten/3001850854
2.0,0.0,1450,1320,0,Breitenrainstrasse 12a,Bern,0,True,False,True,False,False,False,False,False,False,0.0,725.0,0.0,False,False,False,1450_0.0_2.0_0_Breitenrainstrasse12a_Bern,https://www.homegate.ch/mieten/3001842342
2.0,56.0,1450,1320,0,Wylerstrasse 71,Bern,1934,True,False,True,False,False,False,False,False,False,25.89,725.0,28.0,False,False,False,1450_56.0_2.0_0_Wylerstrasse71_Bern,https://www.homegate.ch/mieten/3001745437
2.5,0.0,1520,1350,0,Breitenrainstrasse 12,Bern,0,True,False,True,False,False,False,False,False,False,0.0,608.0,0.0,False,False,False,1520_0.0_2.5_0_Breitenrainstrasse12_Bern,https://www.homegate.ch/mieten/3001739147
3.5,64.0,1590,1390,0,Wankdorffeldstrasse 95,Bern,1953,False,False,True,False,False,False,False,False,False,24.84,454.29,18.29,False,False,False,1590_64.0_3.5_0_Wankdorffeldstrasse95_Bern,https://www.homegate.ch/mieten/3001857201
2.0,64.0,1620,1430,0,Wankdorffeldstrasse 101,Bern,0,False,True,False,True,False,False,False,False,False,25.31,810.0,32.0,False,False,False,1620_64.0_2.0_0_Wankdorffeldstrasse101_Bern,https://www.homegate.ch/mieten/3001787193
3.5,0.0,1650,1420,0,Allmendstrasse 7,Bern,1988,True,False,False,False,False,False,False,False,False,0.0,471.43,0.0,False,False,False,1650_0.0_3.5_0_Allmendstrasse7_Bern,https://www.homegate.ch/mieten/3001848915
2.5,55.0,1690,1490,0,Stauffacherstrasse 12,Bern,2020,False,False,True,False,False,False,False,False,False,30.73,676.0,22.0,False,False,False,1690_55.0_2.5_0_Stauffacherstrasse12_Bern,https://www.homegate.ch/mieten/3001780395
2.5,52.0,1690,1540,0,Wylerringstrasse 39,Bern,0,True,True,True,False,False,False,False,False,False,32.5,676.0,20.8,False,False,False,1690_52.0_2.5_0_Wylerringstrasse39_Bern,https://www.homegate.ch/mieten/3001855685
3.5,67.0,1710,1500,0,Waffenweg 22,Bern,1911,False,False,False,True,False,False,False,False,False,25.52,488.57,19.14,False,False,False,1710_67.0_3.5_0_Waffenweg22_Bern,https://www.homegate.ch/mieten/3001778556
2.0,0.0,1730,1480,0,Rodtmattstrasse 57,Bern,1924,True,False,False,False,False,False,False,False,False,0.0,865.0,0.0,False,False,False,1730_0.0_2.0_0_Rodtmattstrasse57_Bern,https://www.homegate.ch/mieten/3001843662
3.0,0.0,1750,1500,0,Rodtmattstrasse 55,Bern,1924,False,False,False,False,False,False,False,False,False,0.0,583.33,0.0,False,False,False,1750_0.0_3.0_0_Rodtmattstrasse55_Bern,https://www.homegate.ch/mieten/3001775037
3.5,0.0,1670,1440,0,Allmendstrasse 7,Bern,1988,True,False,False,False,False,False,False,False,False,0.0,477.14,0.0,False,False,False,1670_0.0_3.5_0_Allmendstrasse7_Bern,https://www.homegate.ch/mieten/3001851131
4.5,85.0,1840,1620,0,Winkelriedstrasse 22,Bern,1954,True,False,True,False,False,False,False,False,False,21.65,408.89,18.89,False,False,False,1840_85.0_4.5_0_Winkelriedstrasse22_Bern,https://www.homegate.ch/mieten/3001854981
4.5,120.0,2350,2000,0,Winkelriedstrasse 34,Bern,1954,False,False,True,False,False,False,False,True,False,19.58,522.22,26.67,False,False,False,2350_120.0_4.5_0_Winkelriedstrasse34_Bern,https://www.homegate.ch/mieten/3001855874
4.5,120.0,2995,2495,0,No information,Bern,0,True,False,True,False,False,False,False,False,False,24.96,665.56,26.67,False,False,False,2995_120.0_4.5_0_Noinformation_Bern,https://www.homegate.ch/mieten/3001858399
2.5,64.0,1350,1350,0,Jupiterstrasse 47A,Bern,0,True,True,True,False,False,False,False,False,False,21.09,540.0,25.6,False,False,False,1350_64.0_2.5_0_Jupiterstrasse47A_Bern,https://www.homegate.ch/mieten/3001873190
2.5,61.0,1415,1275,0,Jupiterstrasse 51,Bern,0,False,True,True,True,False,False,False,False,False,23.2,566.0,24.4,False,False,False,1415_61.0_2.5_0_Jupiterstrasse51_Bern,https://www.homegate.ch/mieten/3001841418
3.5,0.0,1700,1400,0,Jupiterstrasse 41,Bern,0,True,False,False,False,False,False,False,False,False,0.0,485.71,0.0,False,False,False,1700_0.0_3.5_0_Jupiterstrasse41_Bern,https://www.homegate.ch/mieten/3001842359
2.5,66.0,1870,1700,0,Weltpoststrasse 3B,Bern,2019,False,False,True,False,False,False,False,True,False,28.33,748.0,26.4,False,False,False,1870_66.0_2.5_0_Weltpoststrasse3B_Bern,https://www.homegate.ch/mieten/3001789986
2.5,70.0,2000,1820,0,Weltpoststrasse 1A,Bern,2019,False,False,True,False,False,False,False,True,False,28.57,800.0,28.0,False,False,False,2000_70.0_2.5_0_Weltpoststrasse1A_Bern,https://www.homegate.ch/mieten/3001860726
2.5,85.0,2090,1830,0,Weltpoststrasse 8c,Bern,2012,False,False,False,False,False,False,False,False,False,24.59,836.0,34.0,False,False,False,2090_85.0_2.5_0_Weltpoststrasse8c_Bern,https://www.homegate.ch/mieten/3001635787
3.5,83.0,2260,2060,0,Weltpoststrasse 3C,Bern,2019,False,False,True,False,False,False,False,False,False,27.23,645.71,23.71,False,False,False,2260_83.0_3.5_0_Weltpoststrasse3C_Bern,https://www.homegate.ch/mieten/3001860724
1.0,27.0,920,850,0,Mühledorfstrasse 2,Bern,2017,False,True,True,False,False,False,False,False,False,34.07,920.0,27.0,False,False,False,920_27.0_1.0_0_Mühledorfstrasse2_Bern,https://www.homegate.ch/mieten/3001794185
1.0,23.0,990,920,0,Werkgasse 56,Bern,0,False,False,False,True,False,False,False,False,False,43.04,990.0,23.0,False,False,False,990_23.0_1.0_0_Werkgasse56_Bern,https://www.homegate.ch/mieten/3001810676
2.0,0.0,1190,1000,0,Bümplizstrasse 200,Bern,1905,True,False,True,False,False,False,False,True,False,0.0,595.0,0.0,False,False,False,1190_0.0_2.0_0_Bümplizstrasse200_Bern,https://www.homegate.ch/mieten/3001845153
1.5,60.0,1250,1250,0,Werkgasse 38,Bern,0,False,False,True,True,False,False,False,False,False,20.83,833.33,40.0,False,False,False,1250_60.0_1.5_0_Werkgasse38_Bern,https://www.homegate.ch/mieten/3001873619
2.0,0.0,1350,1250,0,Wangenstrasse 62,Bern,0,False,False,True,True,False,False,False,False,False,0.0,675.0,0.0,False,False,False,1350_0.0_2.0_0_Wangenstrasse62_Bern,https://www.homegate.ch/mieten/3001845524
3.0,63.0,1400,1150,0,Fröschmattstrasse 26,Bern,1952,False,False,False,False,False,False,False,False,False,22.22,466.67,21.0,False,False,False,1400_63.0_3.0_0_Fröschmattstrasse26_Bern,https://www.homegate.ch/mieten/3001833692
3.0,68.0,1400,1200,0,Stöckackerstrasse 101,Bern,1957,True,False,False,False,False,False,False,False,False,20.59,466.67,22.67,False,False,False,1400_68.0_3.0_0_Stöckackerstrasse101_Bern,https://www.homegate.ch/mieten/3001864713
2.5,51.0,1406,1276,0,Mühledorfstrasse 2A,Bern,2017,False,True,True,False,False,False,False,False,False,27.57,562.4,20.4,False,False,False,1406_51.0_2.5_0_Mühledorfstrasse2A_Bern,https://www.homegate.ch/mieten/3001820766
2.5,53.0,1420,1200,0,Waldmeisterstrasse 44,Bern,0,False,False,False,False,False,False,False,False,False,26.79,568.0,21.2,False,False,False,1420_53.0_2.5_0_Waldmeisterstrasse44_Bern,https://www.homegate.ch/mieten/3001744756
3.5,66.0,1434,1170,0,Keltenstrasse 11,Bern,0,True,False,False,False,False,False,False,False,False,21.73,409.71,18.86,False,False,False,1434_66.0_3.5_0_Keltenstrasse11_Bern,https://www.homegate.ch/mieten/3001850309
3.0,72.0,1500,1300,0,Wangenstrasse 96,Bern,1949,False,True,False,False,False,False,False,False,False,20.83,500.0,24.0,False,False,False,1500_72.0_3.0_0_Wangenstrasse96_Bern,https://www.homegate.ch/mieten/3001703056
3.5,75.0,1510,1250,0,Weidgasse 10,Bern,0,True,False,False,False,False,False,False,False,False,20.13,431.43,21.43,False,False,False,1510_75.0_3.5_0_Weidgasse10_Bern,https://www.homegate.ch/mieten/3001744792
3.0,0.0,1565,1315,0,Kehrgasse 24,Bern,0,True,False,False,False,False,False,False,False,False,0.0,521.67,0.0,False,False,False,1565_0.0_3.0_0_Kehrgasse24_Bern,https://www.homegate.ch/mieten/3001855643
3.0,59.0,1600,1450,0,Mühledorfstrasse 4,Bern,2017,False,True,True,False,False,False,False,False,False,27.12,533.33,19.67,False,False,False,1600_59.0_3.0_0_Mühledorfstrasse4_Bern,https://www.homegate.ch/mieten/3001858567
3.5,79.0,1640,1410,0,Hüsliackerstrasse 1,Bern,2009,False,False,False,False,False,False,False,False,False,20.76,468.57,22.57,False,False,False,1640_79.0_3.5_0_Hüsliackerstrasse1_Bern,https://www.homegate.ch/mieten/3001864796
3.0,60.0,1670,1520,0,Mühledorfstrasse 4,Bern,2017,False,True,True,False,False,False,False,False,False,27.83,556.67,20.0,False,False,False,1670_60.0_3.0_0_Mühledorfstrasse4_Bern,https://www.homegate.ch/mieten/3001850850
3.5,74.0,1715,1545,0,Mühledorfstrasse 25,Bern,1977,False,False,False,True,False,False,False,False,False,23.18,490.0,21.14,False,False,False,1715_74.0_3.5_0_Mühledorfstrasse25_Bern,https://www.homegate.ch/mieten/3001859838
3.0,67.0,1720,1510,0,Werkgasse 56,Bern,0,True,False,False,True,False,False,False,False,False,25.67,573.33,22.33,False,False,False,1720_67.0_3.0_0_Werkgasse56_Bern,https://www.homegate.ch/mieten/3001778726
3.5,88.0,1790,1560,0,Hüsliackerstrasse 21,Bern,2009,False,False,False,False,False,False,False,False,False,20.34,511.43,25.14,False,False,False,1790_88.0_3.5_0_Hüsliackerstrasse21_Bern,https://www.homegate.ch/mieten/3001864800
4.5,106.0,2490,2190,0,Mühledorfstrasse 1,Bern,2022,True,False,True,True,False,False,False,False,False,23.49,553.33,23.56,False,False,False,2490_106.0_4.5_0_Mühledorfstrasse1_Bern,https://www.homegate.ch/mieten/3001804589
1.0,30.0,1000,890,0,Looslistrasse 41,Bern,1961,True,False,False,False,False,False,False,False,False,33.33,1000.0,30.0,False,False,False,1000_30.0_1.0_0_Looslistrasse41_Bern,https://www.homegate.ch/mieten/3001872024
2.5,56.0,1150,950,0,Waldmannstrasse 53,Bern,0,False,False,False,False,False,False,False,False,False,20.54,460.0,22.4,False,False,False,1150_56.0_2.5_0_Waldmannstrasse53_Bern,https://www.homegate.ch/mieten/3001857786
3.0,0.0,1220,990,0,Looslistrasse 54,Bern,0,True,False,False,False,False,False,False,False,False,0.0,406.67,0.0,False,False,False,1220_0.0_3.0_0_Looslistrasse54_Bern,https://www.homegate.ch/mieten/3001863877
3.0,0.0,1340,1100,0,Waldmannstrasse 3,Bern,0,False,False,False,False,False,False,False,False,False,0.0,446.67,0.0,False,False,False,1340_0.0_3.0_0_Waldmannstrasse3_Bern,https://www.homegate.ch/mieten/3001823639
3.5,68.0,1360,1140,0,Waldmannstrasse 53,Bern,0,False,False,True,False,False,False,False,False,False,20.0,388.57,19.43,False,False,False,1360_68.0_3.5_0_Waldmannstrasse53_Bern,https://www.homegate.ch/mieten/3001844265
3.5,68.0,1390,1170,0,Waldmannstrasse 53,Bern,0,False,False,True,False,False,False,False,False,False,20.44,397.14,19.43,False,False,False,1390_68.0_3.5_0_Waldmannstrasse53_Bern,https://www.homegate.ch/mieten/3001864928
3.0,0.0,1390,1190,0,Neuhausweg 23,Bern,0,True,False,True,True,False,False,False,False,False,0.0,463.33,0.0,False,False,False,1390_0.0_3.0_0_Neuhausweg23_Bern,https://www.homegate.ch/mieten/3001845636
