rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_homegate
4.5,127.0,2100,1900,0,Ausserdorf 3,Büren zum Hof,0,False,False,False,False,False,False,False,False,False,16.54,466.67,28.22,False,False,False,2100_127.0_4.5_0_Ausserdorf3_BürenzumHof,https://www.homegate.ch/mieten/3001870417
2.0,0.0,900,740,0,Wiesenstrasse 1,Bützberg,0,False,False,False,False,False,False,False,False,False,0.0,450.0,0.0,False,False,False,900_0.0_2.0_0_Wiesenstrasse1_Bützberg,https://www.homegate.ch/mieten/3001672504
2.0,44.0,980,810,0,Buchiackerweg 2,Bützberg,1962,False,False,False,False,False,False,False,False,False,22.27,490.0,22.0,False,False,False,980_44.0_2.0_0_Buchiackerweg2_Bützberg,https://www.homegate.ch/mieten/3001867933
3.5,66.0,1020,840,0,Sonnhaldestrasse 7,Bützberg,0,True,True,False,False,False,False,False,False,False,15.45,291.43,18.86,False,False,False,1020_66.0_3.5_0_Sonnhaldestrasse7_Bützberg,https://www.homegate.ch/mieten/3001761194
2.0,46.0,1050,915,0,Südstrasse 2,Bützberg,0,True,False,False,True,False,False,False,False,False,22.83,525.0,23.0,False,False,False,1050_46.0_2.0_0_Südstrasse2_Bützberg,https://www.homegate.ch/mieten/3001750491
3.0,61.0,1060,870,0,Buchiackerweg 4,Bützberg,1962,False,False,False,False,False,False,False,False,False,17.38,353.33,20.33,False,False,False,1060_61.0_3.0_0_Buchiackerweg4_Bützberg,https://www.homegate.ch/mieten/3001867930
3.5,75.0,1090,910,0,Buchiackerweg 8,Bützberg,0,True,False,False,True,False,False,False,False,False,14.53,311.43,21.43,False,False,False,1090_75.0_3.5_0_Buchiackerweg8_Bützberg,https://www.homegate.ch/mieten/3001645565
2.5,53.0,1150,1000,0,Schlossstrasse 6a,Bützberg,0,False,False,False,False,False,False,False,False,False,21.7,460.0,21.2,False,False,False,1150_53.0_2.5_0_Schlossstrasse6a_Bützberg,https://www.homegate.ch/mieten/3001836197
4.5,87.0,1170,990,0,Buchiackerweg 8,Bützberg,0,True,False,False,True,False,False,False,False,False,13.45,260.0,19.33,False,False,False,1170_87.0_4.5_0_Buchiackerweg8_Bützberg,https://www.homegate.ch/mieten/3001645567
4.0,70.0,1230,1020,0,Buchiackerweg 2,Bützberg,1962,False,False,False,False,False,False,False,False,False,17.57,307.5,17.5,False,False,False,1230_70.0_4.0_0_Buchiackerweg2_Bützberg,https://www.homegate.ch/mieten/3001867934
4.5,82.0,1290,1100,0,Sonnhaldestrasse 7,Bützberg,0,True,True,False,False,False,False,False,False,False,15.73,286.67,18.22,False,False,False,1290_82.0_4.5_0_Sonnhaldestrasse7_Bützberg,https://www.homegate.ch/mieten/3001761193
3.5,75.0,1355,1125,0,Südstrasse 8,Bützberg,0,True,False,True,True,False,False,False,False,False,18.07,387.14,21.43,False,False,False,1355_75.0_3.5_0_Südstrasse8_Bützberg,https://www.homegate.ch/mieten/3001750492
4.0,72.0,1370,1140,0,Buchiackerweg 4,Bützberg,1962,True,False,False,False,False,False,False,False,False,19.03,342.5,18.0,False,False,False,1370_72.0_4.0_0_Buchiackerweg4_Bützberg,https://www.homegate.ch/mieten/3001867931
3.5,74.0,1370,1120,0,Buchiackerweg 10,Bützberg,1962,False,False,False,False,False,False,False,False,False,18.51,391.43,21.14,False,False,False,1370_74.0_3.5_0_Buchiackerweg10_Bützberg,https://www.homegate.ch/mieten/3001867935
4.5,93.0,1390,1190,0,No information,Bützberg,0,True,False,False,True,False,False,False,False,False,14.95,308.89,20.67,False,False,False,1390_93.0_4.5_0_Noinformation_Bützberg,https://www.homegate.ch/mieten/3001836655
3.5,87.0,1575,1360,0,Dammweg 9,Bützberg,2014,True,True,True,False,False,False,False,False,False,18.1,450.0,24.86,False,False,False,1575_87.0_3.5_0_Dammweg9_Bützberg,https://www.homegate.ch/mieten/3001772546
4.5,93.0,1655,1390,0,Südstrasse 12,Bützberg,0,True,False,False,True,False,False,False,False,False,17.8,367.78,20.67,False,False,False,1655_93.0_4.5_0_Südstrasse12_Bützberg,https://www.homegate.ch/mieten/3001353515
4.5,107.0,1740,1480,0,Sonnhaldestrasse 1a,Bützberg,0,True,False,True,False,False,False,False,False,False,16.26,386.67,23.78,False,False,False,1740_107.0_4.5_0_Sonnhaldestrasse1a_Bützberg,https://www.homegate.ch/mieten/3001717911
4.5,100.0,1770,1500,0,No information,Bützberg,0,True,False,False,True,False,False,False,False,False,17.7,393.33,22.22,False,False,False,1770_100.0_4.5_0_Noinformation_Bützberg,https://www.homegate.ch/mieten/3001852948
5.5,117.0,1789,1450,0,Südstrasse 4,Bützberg,0,True,False,True,True,False,False,False,False,False,15.29,325.27,21.27,False,False,False,1789_117.0_5.5_0_Südstrasse4_Bützberg,https://www.homegate.ch/mieten/3001353514
3.5,86.0,1840,1640,0,Dammweg 3,Bützberg,2014,True,True,True,False,False,False,False,False,False,21.4,525.71,24.57,False,False,False,1840_86.0_3.5_0_Dammweg3_Bützberg,https://www.homegate.ch/mieten/3001154598
5.5,154.0,2350,2200,0,No information,Corcelles BE,2020,False,False,False,False,False,False,False,False,False,15.26,427.27,28.0,False,False,False,2350_154.0_5.5_0_Noinformation_CorcellesBE,https://www.homegate.ch/mieten/3001858462
3.5,0.0,1350,1100,0,Sur le Crêt 9,Corgémont,0,True,False,False,True,False,False,False,False,False,0.0,385.71,0.0,False,False,False,1350_0.0_3.5_0_SurleCrêt9_Corgémont,https://www.homegate.ch/mieten/3001830200
4.5,108.0,1580,1240,0,Chemin du Ruisselet 1,Corgémont,2011,True,False,True,True,False,False,False,False,False,14.63,351.11,24.0,False,False,False,1580_108.0_4.5_0_CheminduRuisselet1_Corgémont,https://www.homegate.ch/mieten/3001611286
4.5,108.0,1580,1240,0,Chemin du Ruisselet 1,Corgémont,2011,True,False,False,True,False,False,False,False,False,14.63,351.11,24.0,False,False,False,1580_108.0_4.5_0_CheminduRuisselet1_Corgémont_1,https://www.homegate.ch/mieten/3001611266
5.5,240.0,-16036,0,0,Grand rue 38,Corgémont,0,True,False,False,True,False,False,False,True,False,-66.82,-2915.64,43.64,False,False,False,-16036_240.0_5.5_0_Grandrue38_Corgémont,https://www.homegate.ch/mieten/3001576431
3.5,75.0,780,650,0,Rue du Nord 3,Court,0,True,True,False,True,False,False,False,False,False,10.4,222.86,21.43,False,False,False,780_75.0_3.5_0_RueduNord3_Court,https://www.homegate.ch/mieten/3001100604
5.5,120.0,2900,2900,0,No information,Diessbach b. Büren,0,False,False,False,False,False,False,False,False,False,24.17,527.27,21.82,False,False,False,2900_120.0_5.5_0_Noinformation_Diessbachb.Büren,https://www.homegate.ch/mieten/3001836656
3.5,77.0,1095,875,0,Bahnhofstrasse 3,Dotzigen,0,False,False,False,False,False,False,False,False,False,14.22,312.86,22.0,False,False,False,1095_77.0_3.5_0_Bahnhofstrasse3_Dotzigen,https://www.homegate.ch/mieten/3001752918
4.0,60.0,1150,1000,0,Schulhausstrasse 19,Dotzigen,0,True,True,False,False,False,False,False,False,False,19.17,287.5,15.0,False,False,False,1150_60.0_4.0_0_Schulhausstrasse19_Dotzigen,https://www.homegate.ch/mieten/3001725580
3.5,77.0,1190,1020,0,Bahnhofstrasse 5,Dotzigen,0,False,False,False,False,False,False,False,False,False,15.45,340.0,22.0,False,False,False,1190_77.0_3.5_0_Bahnhofstrasse5_Dotzigen,https://www.homegate.ch/mieten/3001744765
4.5,77.0,1390,1200,0,Meisenweg 1,Dotzigen,0,True,False,False,False,False,False,False,False,False,18.05,308.89,17.11,False,False,False,1390_77.0_4.5_0_Meisenweg1_Dotzigen,https://www.homegate.ch/mieten/3001474240
6.0,74.0,900,750,0,Längmatt 526,Eggiwil,0,True,False,False,False,False,False,False,True,False,12.16,150.0,12.33,False,False,False,900_74.0_6.0_0_Längmatt526_Eggiwil,https://www.homegate.ch/mieten/3001031289
5.5,125.0,1800,1600,0,Netschbühl 637,Eggiwil,0,False,False,False,True,False,False,False,False,False,14.4,327.27,22.73,False,False,False,1800_125.0_5.5_0_Netschbühl637_Eggiwil,https://www.homegate.ch/mieten/3001837568
2.5,0.0,900,900,0,Ahornstrasse 53,Eriswil,0,True,False,False,True,False,False,False,False,False,0.0,360.0,0.0,False,False,False,900_0.0_2.5_0_Ahornstrasse53_Eriswil,https://www.homegate.ch/mieten/3001841621
3.5,80.0,1440,1290,0,Mühlematte 4,Eriswil,0,False,False,False,True,False,False,False,True,False,18.0,411.43,22.86,False,False,False,1440_80.0_3.5_0_Mühlematte4_Eriswil,https://www.homegate.ch/mieten/3001781736
3.5,110.0,1300,1300,0,Buuchi 1,Etzelkofen,2022,True,False,False,True,False,False,False,False,False,11.82,371.43,31.43,False,False,False,1300_110.0_3.5_0_Buuchi1_Etzelkofen,https://www.homegate.ch/mieten/3001870708
3.0,78.0,1190,940,0,Neu'Chemin 3A,Evilard,2021,False,False,False,False,False,False,False,False,False,15.26,396.67,26.0,False,False,False,1190_78.0_3.0_0_Neu'Chemin3A_Evilard,https://www.homegate.ch/mieten/3001868920
4.0,0.0,2500,2100,0,Chemin de la petite Fin 7,Evilard,0,True,False,False,True,False,False,False,False,False,0.0,625.0,0.0,False,False,False,2500_0.0_4.0_0_ChemindelapetiteFin7_Evilard,https://www.homegate.ch/mieten/3001773230
4.0,0.0,2500,2100,0,Chemin de la petite Fin 7,Evilard,0,True,False,False,True,False,False,False,False,False,0.0,625.0,0.0,False,False,False,2500_0.0_4.0_0_ChemindelapetiteFin7_Evilard_1,https://www.homegate.ch/mieten/3001773233
4.0,90.0,1150,920,0,No information,Farnern,0,True,False,False,True,False,False,False,False,False,12.78,287.5,22.5,False,False,False,1150_90.0_4.0_0_Noinformation_Farnern,https://www.homegate.ch/mieten/3001844956
1.0,39.0,905,765,0,Rückimattweg 4,Fraubrunnen,2017,True,True,False,True,False,False,False,False,False,23.21,905.0,39.0,False,False,False,905_39.0_1.0_0_Rückimattweg4_Fraubrunnen,https://www.homegate.ch/mieten/3001862323
4.5,89.0,1520,1210,0,Solothurnstrasse 7,Fraubrunnen,0,True,False,False,False,False,False,False,False,False,17.08,337.78,19.78,False,False,False,1520_89.0_4.5_0_Solothurnstrasse7_Fraubrunnen,https://www.homegate.ch/mieten/3001744844
3.5,83.0,1540,1340,0,Aefligenstr. 12,Fraubrunnen,1977,True,True,False,False,False,False,False,False,False,18.55,440.0,23.71,False,False,False,1540_83.0_3.5_0_Aefligenstr.12_Fraubrunnen,https://www.homegate.ch/mieten/3001694541
3.5,124.0,1750,1390,0,Solothurnstrasse 7,Fraubrunnen,0,True,False,False,False,False,False,False,False,False,14.11,500.0,35.43,False,False,False,1750_124.0_3.5_0_Solothurnstrasse7_Fraubrunnen,https://www.homegate.ch/mieten/3001744843
5.5,159.0,1760,1600,0,No information,Fraubrunnen,0,True,False,False,True,False,False,False,True,False,11.07,320.0,28.91,False,False,False,1760_159.0_5.5_0_Noinformation_Fraubrunnen,https://www.homegate.ch/mieten/3001858414
4.5,88.0,1870,1550,0,Rückimattweg 4,Fraubrunnen,2017,True,True,False,True,False,False,False,False,False,21.25,415.56,19.56,False,False,False,1870_88.0_4.5_0_Rückimattweg4_Fraubrunnen,https://www.homegate.ch/mieten/3001145523
5.5,136.0,1990,1790,0,Rückimattweg 24,Fraubrunnen,2020,True,True,False,False,False,False,False,False,False,14.63,361.82,24.73,False,False,False,1990_136.0_5.5_0_Rückimattweg24_Fraubrunnen,https://www.homegate.ch/mieten/3001686042
3.5,78.0,1480,1230,0,Zälglistrasse 10,Frauenkappelen,1987,True,False,False,False,False,False,False,False,False,18.97,422.86,22.29,False,False,False,1480_78.0_3.5_0_Zälglistrasse10_Frauenkappelen,https://www.homegate.ch/mieten/3001755928
3.5,0.0,1100,900,0,Hauptstrasse 1,Frinvillier,0,False,False,False,True,False,False,False,False,False,0.0,314.29,0.0,False,False,False,1100_0.0_3.5_0_Hauptstrasse1_Frinvillier,https://www.homegate.ch/mieten/3001554352
2.5,0.0,1140,940,0,No information,Frutigen,0,False,False,False,False,False,False,False,True,False,0.0,456.0,0.0,False,False,False,1140_0.0_2.5_0_Noinformation_Frutigen,https://www.homegate.ch/mieten/3001697968
2.0,0.0,1170,990,0,Dorfstrasse 7,Gals,2019,False,False,True,True,False,False,False,True,False,0.0,585.0,0.0,False,False,False,1170_0.0_2.0_0_Dorfstrasse7_Gals,https://www.homegate.ch/mieten/3001829026
1.5,0.0,1170,990,0,Dorfstrasse 7,Gals,2019,True,False,True,True,False,False,False,True,False,0.0,780.0,0.0,False,False,False,1170_0.0_1.5_0_Dorfstrasse7_Gals,https://www.homegate.ch/mieten/3001828938
4.5,95.0,1500,1250,0,Alte Bielstrasse 28,Gerolfingen,0,True,True,False,False,False,False,False,False,False,15.79,333.33,21.11,False,False,False,1500_95.0_4.5_0_AlteBielstrasse28_Gerolfingen,https://www.homegate.ch/mieten/3001873292
5.5,134.0,1850,1520,0,Bruchackerstrasse 12,Gerolfingen,1982,True,True,False,False,False,False,False,False,False,13.81,336.36,24.36,False,False,False,1850_134.0_5.5_0_Bruchackerstrasse12_Gerolfingen,https://www.homegate.ch/mieten/3001858594
4.5,130.0,2750,2400,0,Obere Kirchenzelg 22,Gerzensee,0,True,True,True,False,False,False,False,False,False,21.15,611.11,28.89,False,False,False,2750_130.0_4.5_0_ObereKirchenzelg22_Gerzensee,https://www.homegate.ch/mieten/3001833421
4.5,96.0,1720,1420,0,Sternenweg 2,Grafenried,1996,True,True,False,True,False,False,False,False,False,17.92,382.22,21.33,False,False,False,1720_96.0_4.5_0_Sternenweg2_Grafenried,https://www.homegate.ch/mieten/3001864452
3.0,80.0,1190,1190,0,No information,Grindelwald,0,False,False,True,True,False,False,False,False,False,14.88,396.67,26.67,False,False,False,1190_80.0_3.0_0_Noinformation_Grindelwald,https://www.homegate.ch/mieten/3001842412
3.5,140.0,-5536,0,0,Moosweg 41,Grindelwald,1993,True,False,False,True,False,False,False,False,False,-39.54,-1581.71,40.0,False,False,False,-5536_140.0_3.5_0_Moosweg41_Grindelwald,https://www.homegate.ch/mieten/3001831385
7.0,0.0,0,0,0,Guggengasse 6,Grindelwald,0,True,True,False,False,False,False,False,True,False,,0.0,0.0,False,False,False,0_0.0_7.0_0_Guggengasse6_Grindelwald,https://www.homegate.ch/mieten/3001778813
3.5,100.0,1300,1100,0,No information,Grossaffoltern,0,False,False,False,True,False,False,False,False,False,13.0,371.43,28.57,False,False,False,1300_100.0_3.5_0_Noinformation_Grossaffoltern,https://www.homegate.ch/mieten/3001842406
3.5,0.0,1790,1570,0,Holleracher 26,Grossaffoltern,2014,True,False,True,True,False,False,False,False,False,0.0,511.43,0.0,False,False,False,1790_0.0_3.5_0_Holleracher26_Grossaffoltern,https://www.homegate.ch/mieten/3001859827
1.0,0.0,750,600,0,Niesenstrasse 2,Grosshöchstetten,1973,False,True,False,False,False,False,False,False,False,0.0,750.0,0.0,False,False,False,750_0.0_1.0_0_Niesenstrasse2_Grosshöchstetten,https://www.homegate.ch/mieten/3001860793
2.0,32.0,830,620,0,Talackerweg 29,Grosshöchstetten,2012,True,True,False,True,False,False,False,False,False,25.94,415.0,16.0,False,False,False,830_32.0_2.0_0_Talackerweg29_Grosshöchstetten,https://www.homegate.ch/mieten/3001867482
2.0,38.0,930,680,0,Talackerweg 23,Grosshöchstetten,2012,True,True,False,True,False,False,False,False,False,24.47,465.0,19.0,False,False,False,930_38.0_2.0_0_Talackerweg23_Grosshöchstetten,https://www.homegate.ch/mieten/3001867478
3.0,58.0,1230,930,0,Talackerweg 23,Grosshöchstetten,2012,True,True,False,True,False,False,False,False,False,21.21,410.0,19.33,False,False,False,1230_58.0_3.0_0_Talackerweg23_Grosshöchstetten,https://www.homegate.ch/mieten/3001867479
3.0,58.0,1230,930,0,Talackerweg 21,Grosshöchstetten,2012,True,True,False,True,False,False,False,False,False,21.21,410.0,19.33,False,False,False,1230_58.0_3.0_0_Talackerweg21_Grosshöchstetten,https://www.homegate.ch/mieten/3001867480
2.5,70.0,1645,1440,0,Bernstrasse 1,Grosshöchstetten,2019,False,False,False,False,False,False,False,True,False,23.5,658.0,28.0,False,False,False,1645_70.0_2.5_0_Bernstrasse1_Grosshöchstetten,https://www.homegate.ch/mieten/3001704924
2.5,65.0,1672,1482,0,Bernstrasse 1,Grosshöchstetten,0,True,False,False,True,False,False,False,True,False,25.72,668.8,26.0,False,False,False,1672_65.0_2.5_0_Bernstrasse1_Grosshöchstetten,https://www.homegate.ch/mieten/3001465831
3.5,89.0,1740,1500,0,Gerbergasse 7 (Haus B2),Grosshöchstetten,2013,False,True,True,False,False,False,False,False,False,19.55,497.14,25.43,False,False,False,1740_89.0_3.5_0_Gerbergasse7(HausB2)_Grosshöchstetten,https://www.homegate.ch/mieten/3001868144
1.5,27.0,0,0,0,Talackerweg 25,Grosshöchstetten,2012,True,True,False,True,False,False,False,False,False,0.0,0.0,18.0,False,False,False,0_27.0_1.5_0_Talackerweg25_Grosshöchstetten,https://www.homegate.ch/mieten/3001867477
3.5,66.0,2800,2700,0,Lauenenstrasse 17,Gstaad,1980,True,False,True,False,False,False,False,False,False,42.42,800.0,18.86,False,False,False,2800_66.0_3.5_0_Lauenenstrasse17_Gstaad,https://www.homegate.ch/mieten/3001673770
5.0,160.0,7800,7500,0,Promenade 9,Gstaad,0,True,False,False,False,False,False,False,False,False,48.75,1560.0,32.0,False,False,False,7800_160.0_5.0_0_Promenade9_Gstaad,https://www.homegate.ch/mieten/3001660787
7.5,0.0,3100,2600,0,Pfrüendlistrasse 22,Gsteig b. Gstaad,2002,True,True,False,True,False,False,False,False,False,0.0,413.33,0.0,False,False,False,3100_0.0_7.5_0_Pfrüendlistrasse22_Gsteigb.Gstaad,https://www.homegate.ch/mieten/3001776291
5.5,170.0,2100,1920,0,Alte Hauptstrasse 24a,Gurbrü,0,True,False,False,False,False,False,False,False,False,12.35,381.82,30.91,False,False,False,2100_170.0_5.5_0_AlteHauptstrasse24a_Gurbrü,https://www.homegate.ch/mieten/3001838861
3.5,80.0,1430,1200,0,Badstrasse 4,Gutenburg,1986,True,True,True,False,False,False,False,False,False,17.88,408.57,22.86,False,False,False,1430_80.0_3.5_0_Badstrasse4_Gutenburg,https://www.homegate.ch/mieten/3001808676
3.0,61.0,1390,1220,0,Schorenstrasse 33a,Gwatt (Thun),2022,True,False,False,True,False,False,False,False,False,22.79,463.33,20.33,False,False,False,1390_61.0_3.0_0_Schorenstrasse33a_Gwatt(Thun),https://www.homegate.ch/mieten/3001850912
7.0,194.0,3810,3810,0,No information,Gwatt (Thun),0,True,False,False,True,False,False,False,False,False,19.64,544.29,27.71,False,False,False,3810_194.0_7.0_0_Noinformation_Gwatt(Thun),https://www.homegate.ch/mieten/3001865945
2.5,0.0,1500,1300,0,Beethovenstrasse 36,Gümligen,0,True,False,True,False,False,False,False,False,False,0.0,600.0,0.0,False,False,False,1500_0.0_2.5_0_Beethovenstrasse36_Gümligen,https://www.homegate.ch/mieten/3001797742
3.0,60.0,1590,1410,0,Worbstrasse 220B,Gümligen,2021,True,False,False,False,False,False,False,True,False,26.5,530.0,20.0,False,False,False,1590_60.0_3.0_0_Worbstrasse220B_Gümligen,https://www.homegate.ch/mieten/3001854532
3.5,72.0,1630,1390,0,Beethovenstrasse 21,Gümligen,0,False,False,True,False,False,False,False,False,False,22.64,465.71,20.57,False,False,False,1630_72.0_3.5_0_Beethovenstrasse21_Gümligen,https://www.homegate.ch/mieten/3001776105
2.5,63.0,1730,1570,0,Turbenweg 1 A,Gümligen,2012,True,False,True,False,False,False,False,False,False,27.46,692.0,25.2,False,False,False,1730_63.0_2.5_0_Turbenweg1A_Gümligen,https://www.homegate.ch/mieten/3001835782
3.5,0.0,1770,1490,0,Sonnenweg 26a,Gümligen,0,True,False,False,False,False,False,False,False,False,0.0,505.71,0.0,False,False,False,1770_0.0_3.5_0_Sonnenweg26a_Gümligen,https://www.homegate.ch/mieten/3001823357
3.5,73.0,1775,1520,0,Beethovenstrasse 46,Gümligen,0,True,False,True,False,False,False,False,False,False,24.32,507.14,20.86,False,False,False,1775_73.0_3.5_0_Beethovenstrasse46_Gümligen,https://www.homegate.ch/mieten/3001833724
3.5,113.0,1920,1670,0,No information,Gümligen,0,True,False,False,True,False,False,False,False,False,16.99,548.57,32.29,False,False,False,1920_113.0_3.5_0_Noinformation_Gümligen,https://www.homegate.ch/mieten/3001838660
4.5,86.0,1940,1650,0,Beethovenstrasse 19,Gümligen,0,True,False,True,False,False,False,False,False,False,22.56,431.11,19.11,False,False,False,1940_86.0_4.5_0_Beethovenstrasse19_Gümligen,https://www.homegate.ch/mieten/3001842914
5.5,0.0,2290,1950,0,Dennigkofenweg 77a,Gümligen,0,True,True,False,False,False,False,False,False,False,0.0,416.36,0.0,False,False,False,2290_0.0_5.5_0_Dennigkofenweg77a_Gümligen,https://www.homegate.ch/mieten/3001855570
3.5,99.0,2935,2685,0,Turbenweg 1 B,Gümligen,2012,True,False,True,False,False,False,False,False,False,29.65,838.57,28.29,False,False,False,2935_99.0_3.5_0_Turbenweg1B_Gümligen,https://www.homegate.ch/mieten/3001744771
5.5,156.0,3450,3100,0,Tannackerstrasse 35,Gümligen,2021,False,False,False,True,False,False,False,False,False,22.12,627.27,28.36,False,False,False,3450_156.0_5.5_0_Tannackerstrasse35_Gümligen,https://www.homegate.ch/mieten/3001618087
2.5,55.0,1050,850,0,alte Bernstrasse 36,Gümmenen,0,False,False,False,True,False,False,False,False,False,19.09,420.0,22.0,False,False,False,1050_55.0_2.5_0_alteBernstrasse36_Gümmenen,https://www.homegate.ch/mieten/3001845882
2.5,0.0,1250,1050,0,Dällenbach 197,Gümmenen,0,False,False,False,True,False,False,False,False,False,0.0,500.0,0.0,False,False,False,1250_0.0_2.5_0_Dällenbach197_Gümmenen,https://www.homegate.ch/mieten/3001830192
2.5,0.0,1190,1060,0,Schwendi 328,Heiligenschwendi,2019,True,True,False,True,False,False,False,False,False,0.0,476.0,0.0,False,False,False,1190_0.0_2.5_0_Schwendi328_Heiligenschwendi,https://www.homegate.ch/mieten/3001800680
2.5,57.0,1290,1160,0,Schwendi 328,Heiligenschwendi,2019,True,True,False,True,False,False,False,True,False,22.63,516.0,22.8,False,False,False,1290_57.0_2.5_0_Schwendi328_Heiligenschwendi,https://www.homegate.ch/mieten/3001800682
3.0,58.0,1260,1100,0,Höheweg 34,Heimberg,1961,True,False,False,False,False,False,False,False,False,21.72,420.0,19.33,False,False,False,1260_58.0_3.0_0_Höheweg34_Heimberg,https://www.homegate.ch/mieten/3001861906
2.5,62.0,1370,1170,0,Mittelweg 2,Heimberg,0,True,True,False,False,False,False,False,False,False,22.1,548.0,24.8,False,False,False,1370_62.0_2.5_0_Mittelweg2_Heimberg,https://www.homegate.ch/mieten/3001866101
4.5,114.0,2195,1905,0,Stationsweg 3,Heimberg,2014,True,True,True,True,False,False,False,False,False,19.25,487.78,25.33,False,False,False,2195_114.0_4.5_0_Stationsweg3_Heimberg,https://www.homegate.ch/mieten/3001858563
2.5,68.0,1180,1050,0,Neufeldweg 3,Heimenhausen,0,True,True,False,True,False,False,False,False,False,17.35,472.0,27.2,False,False,False,1180_68.0_2.5_0_Neufeldweg3_Heimenhausen,https://www.homegate.ch/mieten/3001827624
4.5,111.0,1810,1620,0,Neufeldweg 3,Heimenhausen,0,False,True,False,True,False,False,False,False,False,16.31,402.22,24.67,False,False,False,1810_111.0_4.5_0_Neufeldweg3_Heimenhausen,https://www.homegate.ch/mieten/3001845126
4.5,124.0,1830,1650,0,Unterfeldweg 10,Heimenhausen,0,True,False,False,False,False,False,False,False,False,14.76,406.67,27.56,False,False,False,1830_124.0_4.5_0_Unterfeldweg10_Heimenhausen,https://www.homegate.ch/mieten/3001531863
4.5,133.0,1850,1700,0,Neufeldweg 3,Heimenhausen,0,False,False,False,True,False,False,False,False,False,13.91,411.11,29.56,False,False,False,1850_133.0_4.5_0_Neufeldweg3_Heimenhausen,https://www.homegate.ch/mieten/3001738592
2.0,40.0,840,700,0,Zürichstrasse 12,Herzogenbuchsee,0,False,False,False,False,False,False,False,False,False,21.0,420.0,20.0,False,False,False,840_40.0_2.0_0_Zürichstrasse12_Herzogenbuchsee,https://www.homegate.ch/mieten/3001620837
3.0,72.0,1020,830,0,Richterweg 15,Herzogenbuchsee,1920,False,False,False,False,False,False,False,False,False,14.17,340.0,24.0,False,False,False,1020_72.0_3.0_0_Richterweg15_Herzogenbuchsee,https://www.homegate.ch/mieten/3001568473
2.5,54.0,1100,950,0,Oberstrasse 15,Herzogenbuchsee,1990,True,False,True,False,False,False,False,False,False,20.37,440.0,21.6,False,False,False,1100_54.0_2.5_0_Oberstrasse15_Herzogenbuchsee,https://www.homegate.ch/mieten/3001806321
4.0,74.0,1111,861,0,Richterweg 15,Herzogenbuchsee,1920,False,False,False,True,False,False,False,True,False,15.01,277.75,18.5,False,False,False,1111_74.0_4.0_0_Richterweg15_Herzogenbuchsee,https://www.homegate.ch/mieten/3001559378
4.0,65.0,1185,1075,0,Bernstrasse 57,Herzogenbuchsee,0,True,True,False,True,False,False,False,False,False,18.23,296.25,16.25,False,False,False,1185_65.0_4.0_0_Bernstrasse57_Herzogenbuchsee,https://www.homegate.ch/mieten/3001856718
2.5,66.0,1241,1101,0,Oberstrasse 12 (C),Herzogenbuchsee,0,True,False,False,False,False,False,False,True,False,18.8,496.4,26.4,False,False,False,1241_66.0_2.5_0_Oberstrasse12(C)_Herzogenbuchsee,https://www.homegate.ch/mieten/3001856509
3.0,69.0,1270,1090,0,Felderhofstr. 24A,Herzogenbuchsee,2011,True,True,False,True,False,False,False,False,False,18.41,423.33,23.0,False,False,False,1270_69.0_3.0_0_Felderhofstr.24A_Herzogenbuchsee,https://www.homegate.ch/mieten/3001868055
3.5,79.0,1275,1090,0,Felderhofstr. 24,Herzogenbuchsee,2011,True,True,False,True,False,False,False,False,False,16.14,364.29,22.57,False,False,False,1275_79.0_3.5_0_Felderhofstr.24_Herzogenbuchsee,https://www.homegate.ch/mieten/3001868052
3.5,66.0,1360,1150,0,Brunngasse 14,Herzogenbuchsee,2008,True,False,True,True,False,False,False,True,False,20.61,388.57,18.86,False,False,False,1360_66.0_3.5_0_Brunngasse14_Herzogenbuchsee,https://www.homegate.ch/mieten/3001772706
2.5,82.0,1380,1200,0,Oberstrasse 14 (B),Herzogenbuchsee,0,True,False,False,False,False,False,False,True,False,16.83,552.0,32.8,False,False,False,1380_82.0_2.5_0_Oberstrasse14(B)_Herzogenbuchsee,https://www.homegate.ch/mieten/3001447723
3.5,75.0,1400,1250,0,Waldgasse 18,Herzogenbuchsee,2021,True,False,True,False,False,False,False,False,False,18.67,400.0,21.43,False,False,False,1400_75.0_3.5_0_Waldgasse18_Herzogenbuchsee,https://www.homegate.ch/mieten/3001861971
3.5,65.0,1400,1250,0,Waldgasse 16,Herzogenbuchsee,0,True,True,True,False,False,False,False,False,False,21.54,400.0,18.57,False,False,False,1400_65.0_3.5_0_Waldgasse16_Herzogenbuchsee,https://www.homegate.ch/mieten/3001872036
3.5,100.0,1450,1250,0,Lagerstrasse 14,Herzogenbuchsee,0,True,False,False,False,False,False,False,False,False,14.5,414.29,28.57,False,False,False,1450_100.0_3.5_0_Lagerstrasse14_Herzogenbuchsee,https://www.homegate.ch/mieten/3001822609
3.5,70.0,1450,1300,0,Waldgasse 8,Herzogenbuchsee,0,False,False,True,True,False,False,False,False,False,20.71,414.29,20.0,False,False,False,1450_70.0_3.5_0_Waldgasse8_Herzogenbuchsee,https://www.homegate.ch/mieten/3001861513
